t_s,theta_ref_graus,I_loop_mA,V_RL_V
15.121,1756.44,11.8125205,2.95313012
15.122,1756.08,11.8109179,2.95272948
15.123,1755.72,11.8093154,2.95232884
15.124,1755.36,11.8077128,2.9519282
15.125,1755,11.8061102,2.95152756
15.126,1754.64,11.8045077,2.95112691
15.127,1754.28,11.8029051,2.95072627
15.128,1753.92,11.8013025,2.95032563
15.129,1753.56,11.7997,2.94992499
15.13,1753.2,11.7980974,2.94952435
15.131,1752.84,11.7964948,2.94912371
15.132,1752.48,11.7948923,2.94872307
15.133,1752.12,11.7932897,2.94832243
15.134,1751.76,11.7916871,2.94792179
15.135,1751.4,11.7900846,2.94752115
15.136,1751.04,11.788482,2.9471205
15.137,1750.68,11.7868795,2.94671986
15.138,1750.32,11.7852769,2.94631922
15.139,1749.96,11.7836743,2.94591858
15.14,1749.6,11.7820718,2.94551794
15.141,1749.24,11.7804692,2.9451173
15.142,1748.88,11.7788666,2.94471666
15.143,1748.52,11.7772641,2.94431602
15.144,1748.16,11.7756615,2.94391538
15.145,1747.8,11.7740589,2.94351474
15.146,1747.44,11.7724564,2.94311409
15.147,1747.08,11.7708538,2.94271345
15.148,1746.72,11.7692512,2.94231281
15.149,1746.36,11.7676487,2.94191217
15.15,1746,11.7660461,2.94151153
15.151,1745.64,11.7644436,2.94111089
15.152,1745.28,11.762841,2.94071025
15.153,1744.92,11.7612384,2.94030961
15.154,1744.56,11.7596359,2.93990897
15.155,1744.2,11.7580333,2.93950833
15.156,1743.84,11.7564307,2.93910768
15.157,1743.48,11.7548282,2.93870704
15.158,1743.12,11.7532256,2.9383064
15.159,1742.76,11.751623,2.93790576
15.16,1742.4,11.7500205,2.93750512
15.161,1742.04,11.7484179,2.93710448
15.162,1741.68,11.7468154,2.93670384
15.163,1741.32,11.7452128,2.9363032
15.164,1740.96,11.7436102,2.93590256
15.165,1740.6,11.7420077,2.93550191
15.166,1740.24,11.7404051,2.93510127
15.167,1739.88,11.7388025,2.93470063
15.168,1739.52,11.7372,2.93429999
15.169,1739.16,11.7355974,2.93389935
15.17,1738.8,11.7339948,2.93349871
15.171,1738.44,11.7323923,2.93309807
15.172,1738.08,11.7307897,2.93269743
15.173,1737.72,11.7291871,2.93229679
15.174,1737.36,11.7275846,2.93189615
15.175,1737,11.725982,2.9314955
15.176,1736.64,11.7243795,2.93109486
15.177,1736.28,11.7227769,2.93069422
15.178,1735.92,11.7211743,2.93029358
15.179,1735.56,11.7195718,2.92989294
15.18,1735.2,11.7179692,2.9294923
15.181,1734.84,11.7163666,2.92909166
15.182,1734.48,11.7147641,2.92869102
15.183,1734.12,11.7131615,2.92829038
15.184,1733.76,11.7115589,2.92788974
15.185,1733.4,11.7099564,2.92748909
15.186,1733.04,11.7083538,2.92708845
15.187,1732.68,11.7067512,2.92668781
15.188,1732.32,11.7051487,2.92628717
15.189,1731.96,11.7035461,2.92588653
15.19,1731.6,11.7019436,2.92548589
15.191,1731.24,11.700341,2.92508525
15.192,1730.88,11.6987384,2.92468461
15.193,1730.52,11.6971359,2.92428397
15.194,1730.16,11.6955333,2.92388333
15.195,1729.8,11.6939307,2.92348268
15.196,1729.44,11.6923282,2.92308204
15.197,1729.08,11.6907256,2.9226814
15.198,1728.72,11.689123,2.92228076
15.199,1728.36,11.6875205,2.92188012
15.2,1728,11.6859179,2.92147948
15.201,1727.64,11.6843154,2.92107884
15.202,1727.28,11.6827128,2.9206782
15.203,1726.92,11.6811102,2.92027756
15.204,1726.56,11.6795077,2.91987691
15.205,1726.2,11.6779051,2.91947627
15.206,1725.84,11.6763025,2.91907563
15.207,1725.48,11.6747,2.91867499
15.208,1725.12,11.6730974,2.91827435
15.209,1724.76,11.6714948,2.91787371
15.21,1724.4,11.6698923,2.91747307
15.211,1724.04,11.6682897,2.91707243
15.212,1723.68,11.6666871,2.91667179
15.213,1723.32,11.6650846,2.91627115
15.214,1722.96,11.663482,2.9158705
15.215,1722.6,11.6618795,2.91546986
15.216,1722.24,11.6602769,2.91506922
15.217,1721.88,11.6586743,2.91466858
15.218,1721.52,11.6570718,2.91426794
15.219,1721.16,11.6554692,2.9138673
15.22,1720.8,11.6538666,2.91346666
15.221,1720.44,11.6522641,2.91306602
15.222,1720.08,11.6506615,2.91266538
15.223,1719.72,11.6490589,2.91226474
15.224,1719.36,11.6474564,2.91186409
15.225,1719,11.6458538,2.91146345
15.226,1718.64,11.6442512,2.91106281
15.227,1718.28,11.6426487,2.91066217
15.228,1717.92,11.6410461,2.91026153
15.229,1717.56,11.6394436,2.90986089
15.23,1717.2,11.637841,2.90946025
15.231,1716.84,11.6362384,2.90905961
15.232,1716.48,11.6346359,2.90865897
15.233,1716.12,11.6330333,2.90825833
15.234,1715.76,11.6314307,2.90785768
15.235,1715.4,11.6298282,2.90745704
15.236,1715.04,11.6282256,2.9070564
15.237,1714.68,11.626623,2.90665576
15.238,1714.32,11.6250205,2.90625512
15.239,1713.96,11.6234179,2.90585448
15.24,1713.6,11.6218154,2.90545384
15.241,1713.24,11.6202128,2.9050532
15.242,1712.88,11.6186102,2.90465256
15.243,1712.52,11.6170077,2.90425191
15.244,1712.16,11.6154051,2.90385127
15.245,1711.8,11.6138025,2.90345063
15.246,1711.44,11.6122,2.90304999
15.247,1711.08,11.6105974,2.90264935
15.248,1710.72,11.6089948,2.90224871
15.249,1710.36,11.6073923,2.90184807
15.25,1710,11.6057897,2.90144743
15.251,1709.64,11.6041871,2.90104679
15.252,1709.28,11.6025846,2.90064615
15.253,1708.92,11.600982,2.9002455
15.254,1708.56,11.5993795,2.89984486
15.255,1708.2,11.5977769,2.89944422
15.256,1707.84,11.5961743,2.89904358
15.257,1707.48,11.5945718,2.89864294
15.258,1707.12,11.5929692,2.8982423
15.259,1706.76,11.5913666,2.89784166
15.26,1706.4,11.5897641,2.89744102
15.261,1706.04,11.5881615,2.89704038
15.262,1705.68,11.5865589,2.89663974
15.263,1705.32,11.5849564,2.89623909
15.264,1704.96,11.5833538,2.89583845
15.265,1704.6,11.5817512,2.89543781
15.266,1704.24,11.5801487,2.89503717
15.267,1703.88,11.5785461,2.89463653
15.268,1703.52,11.5769436,2.89423589
15.269,1703.16,11.575341,2.89383525
15.27,1702.8,11.5737384,2.89343461
15.271,1702.44,11.5721359,2.89303397
15.272,1702.08,11.5705333,2.89263333
15.273,1701.72,11.5689307,2.89223268
15.274,1701.36,11.5673282,2.89183204
15.275,1701,11.5657256,2.8914314
15.276,1700.64,11.564123,2.89103076
15.277,1700.28,11.5625205,2.89063012
15.278,1699.92,11.5609179,2.89022948
15.279,1699.56,11.5593154,2.88982884
15.28,1699.2,11.5577128,2.8894282
15.281,1698.84,11.5561102,2.88902756
15.282,1698.48,11.5545077,2.88862691
15.283,1698.12,11.5529051,2.88822627
15.284,1697.76,11.5513025,2.88782563
15.285,1697.4,11.5497,2.88742499
15.286,1697.04,11.5480974,2.88702435
15.287,1696.68,11.5464948,2.88662371
15.288,1696.32,11.5448923,2.88622307
15.289,1695.96,11.5432897,2.88582243
15.29,1695.6,11.5416871,2.88542179
15.291,1695.24,11.5400846,2.88502115
15.292,1694.88,11.538482,2.8846205
15.293,1694.52,11.5368795,2.88421986
15.294,1694.16,11.5352769,2.88381922
15.295,1693.8,11.5336743,2.88341858
15.296,1693.44,11.5320718,2.88301794
15.297,1693.08,11.5304692,2.8826173
15.298,1692.72,11.5288666,2.88221666
15.299,1692.36,11.5272641,2.88181602
15.3,1692,11.5256615,2.88141538
15.301,1691.64,11.5240589,2.88101474
15.302,1691.28,11.5224564,2.88061409
15.303,1690.92,11.5208538,2.88021345
15.304,1690.56,11.5192512,2.87981281
15.305,1690.2,11.5176487,2.87941217
15.306,1689.84,11.5160461,2.87901153
15.307,1689.48,11.5144436,2.87861089
15.308,1689.12,11.512841,2.87821025
15.309,1688.76,11.5112384,2.87780961
15.31,1688.4,11.5096359,2.87740897
15.311,1688.04,11.5080333,2.87700833
15.312,1687.68,11.5064307,2.87660768
15.313,1687.32,11.5048282,2.87620704
15.314,1686.96,11.5032256,2.8758064
15.315,1686.6,11.501623,2.87540576
15.316,1686.24,11.5000205,2.87500512
15.317,1685.88,11.4984179,2.87460448
15.318,1685.52,11.4968154,2.87420384
15.319,1685.16,11.4952128,2.8738032
15.32,1684.8,11.4936102,2.87340256
15.321,1684.44,11.4920077,2.87300191
15.322,1684.08,11.4904051,2.87260127
15.323,1683.72,11.4888025,2.87220063
15.324,1683.36,11.4872,2.87179999
15.325,1683,11.4855974,2.87139935
15.326,1682.64,11.4839948,2.87099871
15.327,1682.28,11.4823923,2.87059807
15.328,1681.92,11.4807897,2.87019743
15.329,1681.56,11.4791871,2.86979679
15.33,1681.2,11.4775846,2.86939615
15.331,1680.84,11.475982,2.8689955
15.332,1680.48,11.4743795,2.86859486
15.333,1680.12,11.4727769,2.86819422
15.334,1679.76,11.4711743,2.86779358
15.335,1679.4,11.4695718,2.86739294
15.336,1679.04,11.4679692,2.8669923
15.337,1678.68,11.4663666,2.86659166
15.338,1678.32,11.4647641,2.86619102
15.339,1677.96,11.4631615,2.86579038
15.34,1677.6,11.4615589,2.86538974
15.341,1677.24,11.4599564,2.86498909
15.342,1676.88,11.4583538,2.86458845
15.343,1676.52,11.4567512,2.86418781
15.344,1676.16,11.4551487,2.86378717
15.345,1675.8,11.4535461,2.86338653
15.346,1675.44,11.4519436,2.86298589
15.347,1675.08,11.450341,2.86258525
15.348,1674.72,11.4487384,2.86218461
15.349,1674.36,11.4471359,2.86178397
15.35,1674,11.4455333,2.86138333
15.351,1673.64,11.4439307,2.86098268
15.352,1673.28,11.4423282,2.86058204
15.353,1672.92,11.4407256,2.8601814
15.354,1672.56,11.439123,2.85978076
15.355,1672.2,11.4375205,2.85938012
15.356,1671.84,11.4359179,2.85897948
15.357,1671.48,11.4343154,2.85857884
15.358,1671.12,11.4327128,2.8581782
15.359,1670.76,11.4311102,2.85777756
15.36,1670.4,11.4295077,2.85737691
15.361,1670.04,11.4279051,2.85697627
15.362,1669.68,11.4263025,2.85657563
15.363,1669.32,11.4247,2.85617499
15.364,1668.96,11.4230974,2.85577435
15.365,1668.6,11.4214948,2.85537371
15.366,1668.24,11.4198923,2.85497307
15.367,1667.88,11.4182897,2.85457243
15.368,1667.52,11.4166871,2.85417179
15.369,1667.16,11.4150846,2.85377115
15.37,1666.8,11.413482,2.8533705
15.371,1666.44,11.4118795,2.85296986
15.372,1666.08,11.4102769,2.85256922
15.373,1665.72,11.4086743,2.85216858
15.374,1665.36,11.4070718,2.85176794
15.375,1665,11.4054692,2.8513673
15.376,1664.64,11.4038666,2.85096666
15.377,1664.28,11.4022641,2.85056602
15.378,1663.92,11.4006615,2.85016538
15.379,1663.56,11.3990589,2.84976474
15.38,1663.2,11.3974564,2.84936409
15.381,1662.84,11.3958538,2.84896345
15.382,1662.48,11.3942512,2.84856281
15.383,1662.12,11.3926487,2.84816217
15.384,1661.76,11.3910461,2.84776153
15.385,1661.4,11.3894436,2.84736089
15.386,1661.04,11.387841,2.84696025
15.387,1660.68,11.3862384,2.84655961
15.388,1660.32,11.3846359,2.84615897
15.389,1659.96,11.3830333,2.84575833
15.39,1659.6,11.3814307,2.84535768
15.391,1659.24,11.3798282,2.84495704
15.392,1658.88,11.3782256,2.8445564
15.393,1658.52,11.376623,2.84415576
15.394,1658.16,11.3750205,2.84375512
15.395,1657.8,11.3734179,2.84335448
15.396,1657.44,11.3718154,2.84295384
15.397,1657.08,11.3702128,2.8425532
15.398,1656.72,11.3686102,2.84215256
15.399,1656.36,11.3670077,2.84175191
15.4,1656,11.3654051,2.84135127
15.401,1655.64,11.3638025,2.84095063
15.402,1655.28,11.3622,2.84054999
15.403,1654.92,11.3605974,2.84014935
15.404,1654.56,11.3589948,2.83974871
15.405,1654.2,11.3573923,2.83934807
15.406,1653.84,11.3557897,2.83894743
15.407,1653.48,11.3541871,2.83854679
15.408,1653.12,11.3525846,2.83814615
15.409,1652.76,11.350982,2.8377455
15.41,1652.4,11.3493795,2.83734486
15.411,1652.04,11.3477769,2.83694422
15.412,1651.68,11.3461743,2.83654358
15.413,1651.32,11.3445718,2.83614294
15.414,1650.96,11.3429692,2.8357423
15.415,1650.6,11.3413666,2.83534166
15.416,1650.24,11.3397641,2.83494102
15.417,1649.88,11.3381615,2.83454038
15.418,1649.52,11.3365589,2.83413974
15.419,1649.16,11.3349564,2.83373909
15.42,1648.8,11.3333538,2.83333845
15.421,1648.44,11.3317512,2.83293781
15.422,1648.08,11.3301487,2.83253717
15.423,1647.72,11.3285461,2.83213653
15.424,1647.36,11.3269436,2.83173589
15.425,1647,11.325341,2.83133525
15.426,1646.64,11.3237384,2.83093461
15.427,1646.28,11.3221359,2.83053397
15.428,1645.92,11.3205333,2.83013333
15.429,1645.56,11.3189307,2.82973268
15.43,1645.2,11.3173282,2.82933204
15.431,1644.84,11.3157256,2.8289314
15.432,1644.48,11.314123,2.82853076
15.433,1644.12,11.3125205,2.82813012
15.434,1643.76,11.3109179,2.82772948
15.435,1643.4,11.3093154,2.82732884
15.436,1643.04,11.3077128,2.8269282
15.437,1642.68,11.3061102,2.82652756
15.438,1642.32,11.3045077,2.82612691
15.439,1641.96,11.3029051,2.82572627
15.44,1641.6,11.3013025,2.82532563
15.441,1641.24,11.2997,2.82492499
15.442,1640.88,11.2980974,2.82452435
15.443,1640.52,11.2964948,2.82412371
15.444,1640.16,11.2948923,2.82372307
15.445,1639.8,11.2932897,2.82332243
15.446,1639.44,11.2916871,2.82292179
15.447,1639.08,11.2900846,2.82252115
15.448,1638.72,11.288482,2.8221205
15.449,1638.36,11.2868795,2.82171986
15.45,1638,11.2852769,2.82131922
15.451,1637.64,11.2836743,2.82091858
15.452,1637.28,11.2820718,2.82051794
15.453,1636.92,11.2804692,2.8201173
15.454,1636.56,11.2788666,2.81971666
15.455,1636.2,11.2772641,2.81931602
15.456,1635.84,11.2756615,2.81891538
15.457,1635.48,11.2740589,2.81851474
15.458,1635.12,11.2724564,2.81811409
15.459,1634.76,11.2708538,2.81771345
15.46,1634.4,11.2692512,2.81731281
15.461,1634.04,11.2676487,2.81691217
15.462,1633.68,11.2660461,2.81651153
15.463,1633.32,11.2644436,2.81611089
15.464,1632.96,11.262841,2.81571025
15.465,1632.6,11.2612384,2.81530961
15.466,1632.24,11.2596359,2.81490897
15.467,1631.88,11.2580333,2.81450833
15.468,1631.52,11.2564307,2.81410768
15.469,1631.16,11.2548282,2.81370704
15.47,1630.8,11.2532256,2.8133064
15.471,1630.44,11.251623,2.81290576
15.472,1630.08,11.2500205,2.81250512
15.473,1629.72,11.2484179,2.81210448
15.474,1629.36,11.2468154,2.81170384
15.475,1629,11.2452128,2.8113032
15.476,1628.64,11.2436102,2.81090256
15.477,1628.28,11.2420077,2.81050191
15.478,1627.92,11.2404051,2.81010127
15.479,1627.56,11.2388025,2.80970063
15.48,1627.2,11.2372,2.80929999
15.481,1626.84,11.2355974,2.80889935
15.482,1626.48,11.2339948,2.80849871
15.483,1626.12,11.2323923,2.80809807
15.484,1625.76,11.2307897,2.80769743
15.485,1625.4,11.2291871,2.80729679
15.486,1625.04,11.2275846,2.80689615
15.487,1624.68,11.225982,2.8064955
15.488,1624.32,11.2243795,2.80609486
15.489,1623.96,11.2227769,2.80569422
15.49,1623.6,11.2211743,2.80529358
15.491,1623.24,11.2195718,2.80489294
15.492,1622.88,11.2179692,2.8044923
15.493,1622.52,11.2163666,2.80409166
15.494,1622.16,11.2147641,2.80369102
15.495,1621.8,11.2131615,2.80329038
15.496,1621.44,11.2115589,2.80288974
15.497,1621.08,11.2099564,2.80248909
15.498,1620.72,11.2083538,2.80208845
15.499,1620.36,11.2067512,2.80168781
15.5,1620,11.2051487,2.80128717
15.501,1619.64,11.2035461,2.80088653
15.502,1619.28,11.2019436,2.80048589
15.503,1618.92,11.200341,2.80008525
15.504,1618.56,11.1987384,2.79968461
15.505,1618.2,11.1971359,2.79928397
15.506,1617.84,11.1955333,2.79888333
15.507,1617.48,11.1939307,2.79848268
15.508,1617.12,11.1923282,2.79808204
15.509,1616.76,11.1907256,2.7976814
15.51,1616.4,11.189123,2.79728076
15.511,1616.04,11.1875205,2.79688012
15.512,1615.68,11.1859179,2.79647948
15.513,1615.32,11.1843154,2.79607884
15.514,1614.96,11.1827128,2.7956782
15.515,1614.6,11.1811102,2.79527756
15.516,1614.24,11.1795077,2.79487691
15.517,1613.88,11.1779051,2.79447627
15.518,1613.52,11.1763025,2.79407563
15.519,1613.16,11.1747,2.79367499
15.52,1612.8,11.1730974,2.79327435
15.521,1612.44,11.1714948,2.79287371
15.522,1612.08,11.1698923,2.79247307
15.523,1611.72,11.1682897,2.79207243
15.524,1611.36,11.1666871,2.79167179
15.525,1611,11.1650846,2.79127115
15.526,1610.64,11.163482,2.7908705
15.527,1610.28,11.1618795,2.79046986
15.528,1609.92,11.1602769,2.79006922
15.529,1609.56,11.1586743,2.78966858
15.53,1609.2,11.1570718,2.78926794
15.531,1608.84,11.1554692,2.7888673
15.532,1608.48,11.1538666,2.78846666
15.533,1608.12,11.1522641,2.78806602
15.534,1607.76,11.1506615,2.78766538
15.535,1607.4,11.1490589,2.78726474
15.536,1607.04,11.1474564,2.78686409
15.537,1606.68,11.1458538,2.78646345
15.538,1606.32,11.1442512,2.78606281
15.539,1605.96,11.1426487,2.78566217
15.54,1605.6,11.1410461,2.78526153
15.541,1605.24,11.1394436,2.78486089
15.542,1604.88,11.137841,2.78446025
15.543,1604.52,11.1362384,2.78405961
15.544,1604.16,11.1346359,2.78365897
15.545,1603.8,11.1330333,2.78325833
15.546,1603.44,11.1314307,2.78285768
15.547,1603.08,11.1298282,2.78245704
15.548,1602.72,11.1282256,2.7820564
15.549,1602.36,11.126623,2.78165576
15.55,1602,11.1250205,2.78125512
15.551,1601.64,11.1234179,2.78085448
15.552,1601.28,11.1218154,2.78045384
15.553,1600.92,11.1202128,2.7800532
15.554,1600.56,11.1186102,2.77965256
15.555,1600.2,11.1170077,2.77925191
15.556,1599.84,11.1154051,2.77885127
15.557,1599.48,11.1138025,2.77845063
15.558,1599.12,11.1122,2.77804999
15.559,1598.76,11.1105974,2.77764935
15.56,1598.4,11.1089948,2.77724871
15.561,1598.04,11.1073923,2.77684807
15.562,1597.68,11.1057897,2.77644743
15.563,1597.32,11.1041871,2.77604679
15.564,1596.96,11.1025846,2.77564615
15.565,1596.6,11.100982,2.7752455
15.566,1596.24,11.0993795,2.77484486
15.567,1595.88,11.0977769,2.77444422
15.568,1595.52,11.0961743,2.77404358
15.569,1595.16,11.0945718,2.77364294
15.57,1594.8,11.0929692,2.7732423
15.571,1594.44,11.0913666,2.77284166
15.572,1594.08,11.0897641,2.77244102
15.573,1593.72,11.0881615,2.77204038
15.574,1593.36,11.0865589,2.77163974
15.575,1593,11.0849564,2.77123909
15.576,1592.64,11.0833538,2.77083845
15.577,1592.28,11.0817512,2.77043781
15.578,1591.92,11.0801487,2.77003717
15.579,1591.56,11.0785461,2.76963653
15.58,1591.2,11.0769436,2.76923589
15.581,1590.84,11.075341,2.76883525
15.582,1590.48,11.0737384,2.76843461
15.583,1590.12,11.0721359,2.76803397
15.584,1589.76,11.0705333,2.76763333
15.585,1589.4,11.0689307,2.76723268
15.586,1589.04,11.0673282,2.76683204
15.587,1588.68,11.0657256,2.7664314
15.588,1588.32,11.064123,2.76603076
15.589,1587.96,11.0625205,2.76563012
15.59,1587.6,11.0609179,2.76522948
15.591,1587.24,11.0593154,2.76482884
15.592,1586.88,11.0577128,2.7644282
15.593,1586.52,11.0561102,2.76402756
15.594,1586.16,11.0545077,2.76362691
15.595,1585.8,11.0529051,2.76322627
15.596,1585.44,11.0513025,2.76282563
15.597,1585.08,11.0497,2.76242499
15.598,1584.72,11.0480974,2.76202435
15.599,1584.36,11.0464948,2.76162371
15.6,1584,11.0448923,2.76122307
15.601,1583.64,11.0432897,2.76082243
15.602,1583.28,11.0416871,2.76042179
15.603,1582.92,11.0400846,2.76002115
15.604,1582.56,11.038482,2.7596205
15.605,1582.2,11.0368795,2.75921986
15.606,1581.84,11.0352769,2.75881922
15.607,1581.48,11.0336743,2.75841858
15.608,1581.12,11.0320718,2.75801794
15.609,1580.76,11.0304692,2.7576173
15.61,1580.4,11.0288666,2.75721666
15.611,1580.04,11.0272641,2.75681602
15.612,1579.68,11.0256615,2.75641538
15.613,1579.32,11.0240589,2.75601474
15.614,1578.96,11.0224564,2.75561409
15.615,1578.6,11.0208538,2.75521345
15.616,1578.24,11.0192512,2.75481281
15.617,1577.88,11.0176487,2.75441217
15.618,1577.52,11.0160461,2.75401153
15.619,1577.16,11.0144436,2.75361089
15.62,1576.8,11.012841,2.75321025
15.621,1576.44,11.0112384,2.75280961
15.622,1576.08,11.0096359,2.75240897
15.623,1575.72,11.0080333,2.75200833
15.624,1575.36,11.0064307,2.75160768
15.625,1575,11.0048282,2.75120704
15.626,1574.64,11.0032256,2.7508064
15.627,1574.28,11.001623,2.75040576
15.628,1573.92,11.0000205,2.75000512
15.629,1573.56,10.9984179,2.74960448
15.63,1573.2,10.9968154,2.74920384
15.631,1572.84,10.9952128,2.7488032
15.632,1572.48,10.9936102,2.74840256
15.633,1572.12,10.9920077,2.74800191
15.634,1571.76,10.9904051,2.74760127
15.635,1571.4,10.9888025,2.74720063
15.636,1571.04,10.9872,2.74679999
15.637,1570.68,10.9855974,2.74639935
15.638,1570.32,10.9839948,2.74599871
15.639,1569.96,10.9823923,2.74559807
15.64,1569.6,10.9807897,2.74519743
15.641,1569.24,10.9791871,2.74479679
15.642,1568.88,10.9775846,2.74439615
15.643,1568.52,10.975982,2.7439955
15.644,1568.16,10.9743795,2.74359486
15.645,1567.8,10.9727769,2.74319422
15.646,1567.44,10.9711743,2.74279358
15.647,1567.08,10.9695718,2.74239294
15.648,1566.72,10.9679692,2.7419923
15.649,1566.36,10.9663666,2.74159166
15.65,1566,10.9647641,2.74119102
15.651,1565.64,10.9631615,2.74079038
15.652,1565.28,10.9615589,2.74038974
15.653,1564.92,10.9599564,2.73998909
15.654,1564.56,10.9583538,2.73958845
15.655,1564.2,10.9567512,2.73918781
15.656,1563.84,10.9551487,2.73878717
15.657,1563.48,10.9535461,2.73838653
15.658,1563.12,10.9519436,2.73798589
15.659,1562.76,10.950341,2.73758525
15.66,1562.4,10.9487384,2.73718461
15.661,1562.04,10.9471359,2.73678397
15.662,1561.68,10.9455333,2.73638333
15.663,1561.32,10.9439307,2.73598268
15.664,1560.96,10.9423282,2.73558204
15.665,1560.6,10.9407256,2.7351814
15.666,1560.24,10.939123,2.73478076
15.667,1559.88,10.9375205,2.73438012
15.668,1559.52,10.9359179,2.73397948
15.669,1559.16,10.9343154,2.73357884
15.67,1558.8,10.9327128,2.7331782
15.671,1558.44,10.9311102,2.73277756
15.672,1558.08,10.9295077,2.73237691
15.673,1557.72,10.9279051,2.73197627
15.674,1557.36,10.9263025,2.73157563
15.675,1557,10.9247,2.73117499
15.676,1556.64,10.9230974,2.73077435
15.677,1556.28,10.9214948,2.73037371
15.678,1555.92,10.9198923,2.72997307
15.679,1555.56,10.9182897,2.72957243
15.68,1555.2,10.9166871,2.72917179
15.681,1554.84,10.9150846,2.72877115
15.682,1554.48,10.913482,2.7283705
15.683,1554.12,10.9118795,2.72796986
15.684,1553.76,10.9102769,2.72756922
15.685,1553.4,10.9086743,2.72716858
15.686,1553.04,10.9070718,2.72676794
15.687,1552.68,10.9054692,2.7263673
