# Dados do modulador AM - ECOM060 / Cap.5.3 - UFAL 2026.2
# s_am = (1+ma*m)*Ac*cos(2pi*fc*t) + ruido ; ma=0.50 fc=2000Hz sigma=0.020
"# Colunas: t[s], mensagem, portadora, sinal_am"
t,mensagem,portadora,sinal_am
0.046970,0.343395,0.929776,1.088529
0.046980,0.340642,0.968583,1.127341
0.046990,0.337896,0.992115,1.171789
0.047000,0.335158,1.000000,1.164794
0.047010,0.332427,0.992115,1.172899
0.047020,0.329704,0.968583,1.150667
0.047030,0.326989,0.929776,1.060409
0.047040,0.324282,0.876307,0.995982
0.047050,0.321582,0.809017,0.917840
0.047060,0.318891,0.728969,0.844320
0.047070,0.316207,0.637424,0.707465
0.047080,0.313532,0.535827,0.633794
0.047090,0.310865,0.425779,0.488792
0.047100,0.308207,0.309017,0.335147
0.047110,0.305557,0.187381,0.190183
0.047120,0.302915,0.062791,0.049287
0.047130,0.300282,-0.062791,-0.055856
0.047140,0.297658,-0.187381,-0.211039
0.047150,0.295043,-0.309017,-0.335045
0.047160,0.292436,-0.425779,-0.458289
0.047170,0.289839,-0.535827,-0.625179
0.047180,0.287251,-0.637424,-0.732389
0.047190,0.284671,-0.728969,-0.811279
0.047200,0.282101,-0.809017,-0.931818
0.047210,0.279541,-0.876307,-0.984396
0.047220,0.276989,-0.929776,-1.067190
0.047230,0.274447,-0.968583,-1.096106
0.047240,0.271915,-0.992115,-1.135446
0.047250,0.269392,-1.000000,-1.153593
0.047260,0.266879,-0.992115,-1.112998
0.047270,0.264376,-0.968583,-1.075989
0.047280,0.261882,-0.929776,-1.064947
0.047290,0.259399,-0.876307,-0.973531
0.047300,0.256925,-0.809017,-0.891047
0.047310,0.254462,-0.728969,-0.796076
0.047320,0.252009,-0.637424,-0.684085
0.047330,0.249565,-0.535827,-0.605239
0.047340,0.247132,-0.425779,-0.460517
0.047350,0.244710,-0.309017,-0.366247
0.047360,0.242298,-0.187381,-0.208137
0.047370,0.239896,-0.062791,-0.067502
0.047380,0.237505,0.062791,0.050398
0.047390,0.235125,0.187381,0.200931
0.047400,0.232755,0.309017,0.354009
0.047410,0.230396,0.425779,0.499387
0.047420,0.228048,0.535827,0.595649
0.047430,0.225710,0.637424,0.698214
0.047440,0.223384,0.728969,0.784529
0.047450,0.221068,0.809017,0.905778
0.047460,0.218764,0.876307,0.937998
0.047470,0.216471,0.929776,1.000837
0.047480,0.214188,0.968583,1.080035
0.047490,0.211917,0.992115,1.079006
0.047500,0.209658,1.000000,1.107933
0.047510,0.207409,0.992115,1.091096
0.047520,0.205173,0.968583,1.059314
0.047530,0.202947,0.929776,1.011750
0.047540,0.200733,0.876307,0.985631
0.047550,0.198531,0.809017,0.885479
0.047560,0.196340,0.728969,0.809193
0.047570,0.194161,0.637424,0.718930
0.047580,0.191993,0.535827,0.613776
0.047590,0.189837,0.425779,0.492019
0.047600,0.187693,0.309017,0.334518
0.047610,0.185561,0.187381,0.209003
0.047620,0.183441,0.062791,0.073546
0.047630,0.181333,-0.062791,-0.037218
0.047640,0.179237,-0.187381,-0.175144
0.047650,0.177152,-0.309017,-0.359480
0.047660,0.175080,-0.425779,-0.488473
0.047670,0.173020,-0.535827,-0.591748
0.047680,0.170972,-0.637424,-0.707878
0.047690,0.168936,-0.728969,-0.809585
0.047700,0.166913,-0.809017,-0.930438
0.047710,0.164901,-0.876307,-0.936795
0.047720,0.162902,-0.929776,-1.016250
0.047730,0.160915,-0.968583,-1.087999
0.047740,0.158941,-0.992115,-1.057611
0.047750,0.156979,-1.000000,-1.121703
0.047760,0.155030,-0.992115,-1.083184
0.047770,0.153093,-0.968583,-1.022593
0.047780,0.151168,-0.929776,-0.981088
0.047790,0.149256,-0.876307,-0.950106
0.047800,0.147357,-0.809017,-0.883377
0.047810,0.145470,-0.728969,-0.775466
0.047820,0.143596,-0.637424,-0.671012
0.047830,0.141734,-0.535827,-0.557917
0.047840,0.139885,-0.425779,-0.425569
0.047850,0.138049,-0.309017,-0.334686
0.047860,0.136225,-0.187381,-0.193551
0.047870,0.134414,-0.062791,-0.090930
0.047880,0.132616,0.062791,0.085696
0.047890,0.130831,0.187381,0.189171
0.047900,0.129059,0.309017,0.328503
0.047910,0.127299,0.425779,0.460182
0.047920,0.125552,0.535827,0.588510
0.047930,0.123818,0.637424,0.720275
0.047940,0.122097,0.728969,0.762684
0.047950,0.120389,0.809017,0.829437
0.047960,0.118694,0.876307,0.933930
0.047970,0.117011,0.929776,0.974229
0.047980,0.115342,0.968583,1.049613
0.047990,0.113685,0.992115,1.075102
0.048000,0.112042,1.000000,1.039213
0.048010,0.110411,0.992115,1.039256
0.048020,0.108793,0.968583,1.015845
0.048030,0.107189,0.929776,0.926115
0.048040,0.105597,0.876307,0.937713
0.048050,0.104018,0.809017,0.866745
0.048060,0.102453,0.728969,0.812184
0.048070,0.100900,0.637424,0.649985
0.048080,0.099360,0.535827,0.578405
0.048090,0.097834,0.425779,0.452073
0.048100,0.096320,0.309017,0.283662
0.048110,0.094819,0.187381,0.224846
0.048120,0.093332,0.062791,0.092568
0.048130,0.091857,-0.062791,-0.090999
0.048140,0.090395,-0.187381,-0.199736
0.048150,0.088947,-0.309017,-0.334778
0.048160,0.087511,-0.425779,-0.441562
0.048170,0.086088,-0.535827,-0.578034
0.048180,0.084679,-0.637424,-0.722496
0.048190,0.083282,-0.728969,-0.778371
0.048200,0.081898,-0.809017,-0.835213
0.048210,0.080528,-0.876307,-0.927783
0.048220,0.079170,-0.929776,-0.989380
0.048230,0.077825,-0.968583,-0.972602
0.048240,0.076493,-0.992115,-1.052269
0.048250,0.075174,-1.000000,-1.063926
0.048260,0.073868,-0.992115,-1.050195
0.048270,0.072575,-0.968583,-0.963892
0.048280,0.071294,-0.929776,-0.944371
0.048290,0.070027,-0.876307,-0.902717
0.048300,0.068772,-0.809017,-0.849694
0.048310,0.067531,-0.728969,-0.772811
0.048320,0.066302,-0.637424,-0.615244
0.048330,0.065086,-0.535827,-0.520179
0.048340,0.063882,-0.425779,-0.429744
0.048350,0.062692,-0.309017,-0.288849
0.048360,0.061514,-0.187381,-0.199294
0.048370,0.060348,-0.062791,-0.078879
0.048380,0.059196,0.062791,0.045283
0.048390,0.058056,0.187381,0.197936
0.048400,0.056929,0.309017,0.313516
0.048410,0.055814,0.425779,0.497194
0.048420,0.054712,0.535827,0.553970
0.048430,0.053623,0.637424,0.666559
0.048440,0.052546,0.728969,0.730313
0.048450,0.051481,0.809017,0.850739
0.048460,0.050429,0.876307,0.915727
0.048470,0.049390,0.929776,0.973007
0.048480,0.048363,0.968583,0.978604
0.048490,0.047348,0.992115,1.021954
0.048500,0.046345,1.000000,1.011899
0.048510,0.045355,0.992115,1.010265
0.048520,0.044377,0.968583,1.033450
0.048530,0.043411,0.929776,0.959629
0.048540,0.042458,0.876307,0.891350
0.048550,0.041516,0.809017,0.821943
0.048560,0.040587,0.728969,0.755180
0.048570,0.039670,0.637424,0.668639
0.048580,0.038765,0.535827,0.561027
0.048590,0.037872,0.425779,0.405391
0.048600,0.036990,0.309017,0.289596
0.048610,0.036121,0.187381,0.245493
0.048620,0.035264,0.062791,0.015675
0.048630,0.034418,-0.062791,-0.024287
0.048640,0.033584,-0.187381,-0.187740
0.048650,0.032762,-0.309017,-0.285764
0.048660,0.031951,-0.425779,-0.441805
0.048670,0.031152,-0.535827,-0.506282
0.048680,0.030365,-0.637424,-0.639522
0.048690,0.029589,-0.728969,-0.735255
0.048700,0.028825,-0.809017,-0.862289
0.048710,0.028072,-0.876307,-0.884851
0.048720,0.027330,-0.929776,-0.956018
0.048730,0.026600,-0.968583,-0.982718
0.048740,0.025881,-0.992115,-0.994602
0.048750,0.025173,-1.000000,-1.027673
0.048760,0.024477,-0.992115,-1.008483
0.048770,0.023791,-0.968583,-1.004056
0.048780,0.023117,-0.929776,-0.951510
0.048790,0.022453,-0.876307,-0.887660
0.048800,0.021801,-0.809017,-0.851907
0.048810,0.021159,-0.728969,-0.783577
0.048820,0.020528,-0.637424,-0.659679
0.048830,0.019908,-0.535827,-0.528093
0.048840,0.019298,-0.425779,-0.439807
0.048850,0.018700,-0.309017,-0.319935
0.048860,0.018111,-0.187381,-0.180172
0.048870,0.017534,-0.062791,-0.066994
0.048880,0.016966,0.062791,0.039191
0.048890,0.016409,0.187381,0.192860
0.048900,0.015863,0.309017,0.304366
0.048910,0.015326,0.425779,0.442199
0.048920,0.014800,0.535827,0.536255
0.048930,0.014284,0.637424,0.637131
0.048940,0.013778,0.728969,0.732971
0.048950,0.013281,0.809017,0.820901
0.048960,0.012795,0.876307,0.891909
0.048970,0.012319,0.929776,0.950872
0.048980,0.011852,0.968583,0.977442
0.048990,0.011395,0.992115,0.975684
0.049000,0.010948,1.000000,1.005307
0.049010,0.010510,0.992115,1.009630
0.049020,0.010082,0.968583,0.979381
0.049030,0.009663,0.929776,0.941123
0.049040,0.009253,0.876307,0.844548
0.049050,0.008853,0.809017,0.803500
0.049060,0.008461,0.728969,0.691149
0.049070,0.008079,0.637424,0.688499
0.049080,0.007706,0.535827,0.549910
0.049090,0.007342,0.425779,0.448034
0.049100,0.006986,0.309017,0.321721
0.049110,0.006640,0.187381,0.156677
0.049120,0.006302,0.062791,0.071346
0.049130,0.005973,-0.062791,-0.067112
0.049140,0.005652,-0.187381,-0.211526
0.049150,0.005340,-0.309017,-0.326255
0.049160,0.005036,-0.425779,-0.391262
0.049170,0.004740,-0.535827,-0.543058
0.049180,0.004453,-0.637424,-0.638339
0.049190,0.004173,-0.728969,-0.711109
0.049200,0.003902,-0.809017,-0.798490
0.049210,0.003639,-0.876307,-0.867821
0.049220,0.003384,-0.929776,-0.931167
0.049230,0.003136,-0.968583,-0.928844
0.049240,0.002896,-0.992115,-0.991912
0.049250,0.002664,-1.000000,-1.014461
0.049260,0.002439,-0.992115,-1.001712
0.049270,0.002222,-0.968583,-0.962952
0.049280,0.002012,-0.929776,-0.918854
0.049290,0.001809,-0.876307,-0.886406
0.049300,0.001613,-0.809017,-0.805855
0.049310,0.001425,-0.728969,-0.734268
0.049320,0.001243,-0.637424,-0.671383
0.049330,0.001069,-0.535827,-0.565771
0.049340,0.000901,-0.425779,-0.381644
0.049350,0.000740,-0.309017,-0.282379
0.049360,0.000585,-0.187381,-0.198845
0.049370,0.000438,-0.062791,-0.071421
0.049380,0.000296,0.062791,0.075556
0.049390,0.000161,0.187381,0.209556
0.049400,0.000032,0.309017,0.315631
0.049410,-0.000091,0.425779,0.424296
0.049420,-0.000207,0.535827,0.496894
0.049430,-0.000318,0.637424,0.633014
0.049440,-0.000423,0.728969,0.760214
0.049450,-0.000522,0.809017,0.813535
0.049460,-0.000615,0.876307,0.876816
0.049470,-0.000703,0.929776,0.965118
0.049480,-0.000785,0.968583,0.994968
0.049490,-0.000862,0.992115,0.956553
0.049500,-0.000933,1.000000,1.000659
0.049510,-0.001000,0.992115,0.985091
0.049520,-0.001061,0.968583,0.988609
0.049530,-0.001117,0.929776,0.899050
0.049540,-0.001168,0.876307,0.883391
0.049550,-0.001215,0.809017,0.777048
0.049560,-0.001257,0.728969,0.728278
0.049570,-0.001294,0.637424,0.646483
0.049580,-0.001327,0.535827,0.528923
0.049590,-0.001355,0.425779,0.427760
0.049600,-0.001379,0.309017,0.329883
0.049610,-0.001399,0.187381,0.190690
0.049620,-0.001415,0.062791,0.039084
0.049630,-0.001427,-0.062791,-0.088213
0.049640,-0.001434,-0.187381,-0.195565
0.049650,-0.001438,-0.309017,-0.293219
0.049660,-0.001439,-0.425779,-0.430179
0.049670,-0.001436,-0.535827,-0.549502
0.049680,-0.001429,-0.637424,-0.638672
0.049690,-0.001419,-0.728969,-0.719412
0.049700,-0.001405,-0.809017,-0.819349
0.049710,-0.001389,-0.876307,-0.869793
0.049720,-0.001369,-0.929776,-0.906754
0.049730,-0.001347,-0.968583,-0.943604
0.049740,-0.001321,-0.992115,-0.983241
0.049750,-0.001293,-1.000000,-0.989163
0.049760,-0.001262,-0.992115,-1.017925
0.049770,-0.001229,-0.968583,-0.957829
0.049780,-0.001193,-0.929776,-0.910157
0.049790,-0.001155,-0.876307,-0.884740
0.049800,-0.001114,-0.809017,-0.792603
0.049810,-0.001072,-0.728969,-0.703894
0.049820,-0.001027,-0.637424,-0.676045
0.049830,-0.000981,-0.535827,-0.508276
0.049840,-0.000932,-0.425779,-0.418461
0.049850,-0.000882,-0.309017,-0.300927
0.049860,-0.000831,-0.187381,-0.192659
0.049870,-0.000778,-0.062791,-0.045690
0.049880,-0.000723,0.062791,0.061010
0.049890,-0.000667,0.187381,0.181417
0.049900,-0.000611,0.309017,0.320176
0.049910,-0.000553,0.425779,0.386712
0.049920,-0.000494,0.535827,0.533171
0.049930,-0.000434,0.637424,0.606018
0.049940,-0.000373,0.728969,0.691024
0.049950,-0.000312,0.809017,0.831307
0.049960,-0.000250,0.876307,0.853831
0.049970,-0.000188,0.929776,0.950546
0.049980,-0.000126,0.968583,0.974308
0.049990,-0.000063,0.992115,0.967155
0.050000,-0.000000,1.000000,0.972136
0.050010,0.000063,0.992115,1.016042
0.050020,0.000126,0.968583,0.983889
0.050030,0.000188,0.929776,0.940698
0.050040,0.000250,0.876307,0.890980
0.050050,0.000312,0.809017,0.825655
0.050060,0.000373,0.728969,0.746075
0.050070,0.000434,0.637424,0.642833
0.050080,0.000494,0.535827,0.520383
0.050090,0.000553,0.425779,0.405616
0.050100,0.000611,0.309017,0.336235
0.050110,0.000667,0.187381,0.195336
0.050120,0.000723,0.062791,0.074642
0.050130,0.000778,-0.062791,-0.059686
0.050140,0.000831,-0.187381,-0.181038
0.050150,0.000882,-0.309017,-0.297340
0.050160,0.000932,-0.425779,-0.436642
0.050170,0.000981,-0.535827,-0.525781
0.050180,0.001027,-0.637424,-0.660485
0.050190,0.001072,-0.728969,-0.764061
0.050200,0.001114,-0.809017,-0.834969
0.050210,0.001155,-0.876307,-0.861125
0.050220,0.001193,-0.929776,-0.926206
0.050230,0.001229,-0.968583,-0.975979
0.050240,0.001262,-0.992115,-1.012827
0.050250,0.001293,-1.000000,-0.980182
0.050260,0.001321,-0.992115,-1.037378
0.050270,0.001347,-0.968583,-0.967470
0.050280,0.001369,-0.929776,-0.912937
0.050290,0.001389,-0.876307,-0.852884
0.050300,0.001405,-0.809017,-0.813187
0.050310,0.001419,-0.728969,-0.724936
0.050320,0.001429,-0.637424,-0.645640
0.050330,0.001436,-0.535827,-0.539344
0.050340,0.001439,-0.425779,-0.429560
0.050350,0.001438,-0.309017,-0.316326
0.050360,0.001434,-0.187381,-0.210512
0.050370,0.001427,-0.062791,-0.084641
0.050380,0.001415,0.062791,0.044401
0.050390,0.001399,0.187381,0.164783
0.050400,0.001379,0.309017,0.333349
0.050410,0.001355,0.425779,0.447911
0.050420,0.001327,0.535827,0.506236
0.050430,0.001294,0.637424,0.605560
0.050440,0.001257,0.728969,0.747543
0.050450,0.001215,0.809017,0.811560
0.050460,0.001168,0.876307,0.901955
0.050470,0.001117,0.929776,0.928087
0.050480,0.001061,0.968583,0.951154
0.050490,0.001000,0.992115,0.990003
0.050500,0.000933,1.000000,1.031224
0.050510,0.000862,0.992115,0.983006
0.050520,0.000785,0.968583,1.027216
0.050530,0.000703,0.929776,0.928921
0.050540,0.000615,0.876307,0.843553
0.050550,0.000522,0.809017,0.813921
0.050560,0.000423,0.728969,0.739677
0.050570,0.000318,0.637424,0.612992
0.050580,0.000207,0.535827,0.514675
0.050590,0.000091,0.425779,0.417790
0.050600,-0.000032,0.309017,0.299953
0.050610,-0.000161,0.187381,0.189721
0.050620,-0.000296,0.062791,0.051918
0.050630,-0.000438,-0.062791,-0.073600
0.050640,-0.000585,-0.187381,-0.196848
0.050650,-0.000740,-0.309017,-0.311488
0.050660,-0.000901,-0.425779,-0.455796
0.050670,-0.001069,-0.535827,-0.542002
0.050680,-0.001243,-0.637424,-0.641504
0.050690,-0.001425,-0.728969,-0.718500
0.050700,-0.001613,-0.809017,-0.809185
0.050710,-0.001809,-0.876307,-0.907939
0.050720,-0.002012,-0.929776,-0.930108
0.050730,-0.002222,-0.968583,-0.971368
0.050740,-0.002439,-0.992115,-0.994684
0.050750,-0.002664,-1.000000,-0.988881
0.050760,-0.002896,-0.992115,-1.000630
0.050770,-0.003136,-0.968583,-0.996362
0.050780,-0.003384,-0.929776,-0.934157
0.050790,-0.003639,-0.876307,-0.892511
0.050800,-0.003902,-0.809017,-0.815814
0.050810,-0.004173,-0.728969,-0.751380
0.050820,-0.004453,-0.637424,-0.640831
0.050830,-0.004740,-0.535827,-0.512229
0.050840,-0.005036,-0.425779,-0.427022
0.050850,-0.005340,-0.309017,-0.326144
0.050860,-0.005652,-0.187381,-0.182009
0.050870,-0.005973,-0.062791,-0.086490
0.050880,-0.006302,0.062791,0.061384
0.050890,-0.006640,0.187381,0.221395
0.050900,-0.006986,0.309017,0.295787
0.050910,-0.007342,0.425779,0.403478
0.050920,-0.007706,0.535827,0.530538
0.050930,-0.008079,0.637424,0.610216
0.050940,-0.008461,0.728969,0.722641
0.050950,-0.008853,0.809017,0.809887
0.050960,-0.009253,0.876307,0.861633
0.050970,-0.009663,0.929776,0.967785
0.050980,-0.010082,0.968583,0.984750
0.050990,-0.010510,0.992115,0.985267
0.051000,-0.010948,1.000000,0.970447
0.051010,-0.011395,0.992115,0.972356
0.051020,-0.011852,0.968583,0.907237
0.051030,-0.012319,0.929776,0.916379
0.051040,-0.012795,0.876307,0.891399
0.051050,-0.013281,0.809017,0.804691
0.051060,-0.013778,0.728969,0.766276
0.051070,-0.014284,0.637424,0.646531
0.051080,-0.014800,0.535827,0.538433
0.051090,-0.015326,0.425779,0.440384
0.051100,-0.015863,0.309017,0.292097
0.051110,-0.016409,0.187381,0.180702
0.051120,-0.016966,0.062791,0.085416
0.051130,-0.017534,-0.062791,-0.055464
0.051140,-0.018111,-0.187381,-0.216000
0.051150,-0.018700,-0.309017,-0.314731
0.051160,-0.019298,-0.425779,-0.441805
0.051170,-0.019908,-0.535827,-0.541043
0.051180,-0.020528,-0.637424,-0.607301
0.051190,-0.021159,-0.728969,-0.737047
0.051200,-0.021801,-0.809017,-0.784291
0.051210,-0.022453,-0.876307,-0.851635
0.051220,-0.023117,-0.929776,-0.930143
0.051230,-0.023791,-0.968583,-0.998274
0.051240,-0.024477,-0.992115,-0.985537
0.051250,-0.025173,-1.000000,-1.009267
0.051260,-0.025881,-0.992115,-0.971400
0.051270,-0.026600,-0.968583,-0.980323
0.051280,-0.027330,-0.929776,-0.903433
0.051290,-0.028072,-0.876307,-0.850719
0.051300,-0.028825,-0.809017,-0.798803
0.051310,-0.029589,-0.728969,-0.669935
0.051320,-0.030365,-0.637424,-0.610351
0.051330,-0.031152,-0.535827,-0.537603
0.051340,-0.031951,-0.425779,-0.403179
0.051350,-0.032762,-0.309017,-0.311446
0.051360,-0.033584,-0.187381,-0.167165
0.051370,-0.034418,-0.062791,-0.067269
0.051380,-0.035264,0.062791,0.086755
0.051390,-0.036121,0.187381,0.161563
0.051400,-0.036990,0.309017,0.270732
0.051410,-0.037872,0.425779,0.361056
0.051420,-0.038765,0.535827,0.507193
0.051430,-0.039670,0.637424,0.598340
0.051440,-0.040587,0.728969,0.692401
0.051450,-0.041516,0.809017,0.783180
0.051460,-0.042458,0.876307,0.868821
0.051470,-0.043411,0.929776,0.908342
0.051480,-0.044377,0.968583,0.938852
0.051490,-0.045355,0.992115,0.965461
0.051500,-0.046345,1.000000,0.970575
0.051510,-0.047348,0.992115,0.979496
0.051520,-0.048363,0.968583,0.961580
0.051530,-0.049390,0.929776,0.953624
0.051540,-0.050429,0.876307,0.861822
0.051550,-0.051481,0.809017,0.830135
0.051560,-0.052546,0.728969,0.697467
0.051570,-0.053623,0.637424,0.616246
0.051580,-0.054712,0.535827,0.529448
0.051590,-0.055814,0.425779,0.418266
0.051600,-0.056929,0.309017,0.266325
0.051610,-0.058056,0.187381,0.199165
0.051620,-0.059196,0.062791,0.039905
0.051630,-0.060348,-0.062791,-0.082026
0.051640,-0.061514,-0.187381,-0.143223
0.051650,-0.062692,-0.309017,-0.349871
0.051660,-0.063882,-0.425779,-0.450899
0.051670,-0.065086,-0.535827,-0.518643
0.051680,-0.066302,-0.637424,-0.662923
0.051690,-0.067531,-0.728969,-0.691326
0.051700,-0.068772,-0.809017,-0.765059
0.051710,-0.070027,-0.876307,-0.793931
0.051720,-0.071294,-0.929776,-0.906806
0.051730,-0.072575,-0.968583,-0.931496
0.051740,-0.073868,-0.992115,-0.962192
0.051750,-0.075174,-1.000000,-0.947667
0.051760,-0.076493,-0.992115,-0.957789
0.051770,-0.077825,-0.968583,-0.906295
0.051780,-0.079170,-0.929776,-0.856943
0.051790,-0.080528,-0.876307,-0.871217
0.051800,-0.081898,-0.809017,-0.767288
0.051810,-0.083282,-0.728969,-0.683248
0.051820,-0.084679,-0.637424,-0.624888
0.051830,-0.086088,-0.535827,-0.499014
0.051840,-0.087511,-0.425779,-0.375112
0.051850,-0.088947,-0.309017,-0.269533
0.051860,-0.090395,-0.187381,-0.167675
0.051870,-0.091857,-0.062791,-0.042462
0.051880,-0.093332,0.062791,0.047914
0.051890,-0.094819,0.187381,0.167568
0.051900,-0.096320,0.309017,0.314614
0.051910,-0.097834,0.425779,0.413826
0.051920,-0.099360,0.535827,0.531065
0.051930,-0.100900,0.637424,0.598971
0.051940,-0.102453,0.728969,0.724392
0.051950,-0.104018,0.809017,0.759514
0.051960,-0.105597,0.876307,0.820686
0.051970,-0.107189,0.929776,0.932487
0.051980,-0.108793,0.968583,0.897123
0.051990,-0.110411,0.992115,0.917864
0.052000,-0.112042,1.000000,0.914228
0.052010,-0.113685,0.992115,0.923039
0.052020,-0.115342,0.968583,0.924464
0.052030,-0.117011,0.929776,0.875934
0.052040,-0.118694,0.876307,0.828309
0.052050,-0.120389,0.809017,0.740565
0.052060,-0.122097,0.728969,0.692380
0.052070,-0.123818,0.637424,0.587206
0.052080,-0.125552,0.535827,0.482612
0.052090,-0.127299,0.425779,0.395286
0.052100,-0.129059,0.309017,0.276530
0.052110,-0.130831,0.187381,0.208946
0.052120,-0.132616,0.062791,0.057724
0.052130,-0.134414,-0.062791,-0.082183
0.052140,-0.136225,-0.187381,-0.150623
0.052150,-0.138049,-0.309017,-0.281177
0.052160,-0.139885,-0.425779,-0.394681
0.052170,-0.141734,-0.535827,-0.519663
0.052180,-0.143596,-0.637424,-0.574943
0.052190,-0.145470,-0.728969,-0.711055
0.052200,-0.147357,-0.809017,-0.775047
0.052210,-0.149256,-0.876307,-0.791259
0.052220,-0.151168,-0.929776,-0.855297
0.052230,-0.153093,-0.968583,-0.871150
0.052240,-0.155030,-0.992115,-0.920672
0.052250,-0.156979,-1.000000,-0.914038
0.052260,-0.158941,-0.992115,-0.883563
0.052270,-0.160915,-0.968583,-0.885155
0.052280,-0.162902,-0.929776,-0.879611
0.052290,-0.164901,-0.876307,-0.781603
0.052300,-0.166913,-0.809017,-0.706789
0.052310,-0.168936,-0.728969,-0.664866
0.052320,-0.170972,-0.637424,-0.580425
0.052330,-0.173020,-0.535827,-0.516849
0.052340,-0.175080,-0.425779,-0.368376
0.052350,-0.177152,-0.309017,-0.306221
0.052360,-0.179237,-0.187381,-0.205996
0.052370,-0.181333,-0.062791,-0.050730
0.052380,-0.183441,0.062791,0.069458
0.052390,-0.185561,0.187381,0.149101
0.052400,-0.187693,0.309017,0.281426
0.052410,-0.189837,0.425779,0.358576
0.052420,-0.191993,0.535827,0.506304
0.052430,-0.194161,0.637424,0.557921
0.052440,-0.196340,0.728969,0.687782
0.052450,-0.198531,0.809017,0.695248
0.052460,-0.200733,0.876307,0.783595
0.052470,-0.202947,0.929776,0.834870
0.052480,-0.205173,0.968583,0.863731
0.052490,-0.207409,0.992115,0.906353
0.052500,-0.209658,1.000000,0.870576
0.052510,-0.211917,0.992115,0.889757
0.052520,-0.214188,0.968583,0.867252
0.052530,-0.216471,0.929776,0.830875
0.052540,-0.218764,0.876307,0.779366
0.052550,-0.221068,0.809017,0.710402
0.052560,-0.223384,0.728969,0.651212
0.052570,-0.225710,0.637424,0.573453
0.052580,-0.228048,0.535827,0.467095
0.052590,-0.230396,0.425779,0.387202
0.052600,-0.232755,0.309017,0.233539
0.052610,-0.235125,0.187381,0.216654
0.052620,-0.237505,0.062791,0.057908
0.052630,-0.239896,-0.062791,-0.069390
0.052640,-0.242298,-0.187381,-0.147624
0.052650,-0.244710,-0.309017,-0.287617
0.052660,-0.247132,-0.425779,-0.359281
0.052670,-0.249565,-0.535827,-0.446022
0.052680,-0.252009,-0.637424,-0.540314
0.052690,-0.254462,-0.728969,-0.649768
0.052700,-0.256925,-0.809017,-0.684516
0.052710,-0.259399,-0.876307,-0.734602
0.052720,-0.261882,-0.929776,-0.800484
0.052730,-0.264376,-0.968583,-0.865609
0.052740,-0.266879,-0.992115,-0.858476
0.052750,-0.269392,-1.000000,-0.885600
0.052760,-0.271915,-0.992115,-0.863252
0.052770,-0.274447,-0.968583,-0.860114
0.052780,-0.276989,-0.929776,-0.810275
0.052790,-0.279541,-0.876307,-0.785340
0.052800,-0.282101,-0.809017,-0.734986
0.052810,-0.284671,-0.728969,-0.606499
0.052820,-0.287251,-0.637424,-0.576258
0.052830,-0.289839,-0.535827,-0.443580
0.052840,-0.292436,-0.425779,-0.356591
0.052850,-0.295043,-0.309017,-0.239770
0.052860,-0.297658,-0.187381,-0.161602
0.052870,-0.300282,-0.062791,-0.023418
0.052880,-0.302915,0.062791,0.073083
0.052890,-0.305557,0.187381,0.163225
0.052900,-0.308207,0.309017,0.259943
0.052910,-0.310865,0.425779,0.377261
0.052920,-0.313532,0.535827,0.466016
0.052930,-0.316207,0.637424,0.502418
0.052940,-0.318891,0.728969,0.619881
0.052950,-0.321582,0.809017,0.685196
0.052960,-0.324282,0.876307,0.715369
0.052970,-0.326989,0.929776,0.795248
0.052980,-0.329704,0.968583,0.818284
0.052990,-0.332427,0.992115,0.868862
0.053000,-0.335158,1.000000,0.811690
0.053010,-0.337896,0.992115,0.822550
0.053020,-0.340642,0.968583,0.795168
0.053030,-0.343395,0.929776,0.780059
0.053040,-0.346155,0.876307,0.749252
0.053050,-0.348922,0.809017,0.647655
0.053060,-0.351697,0.728969,0.580778
0.053070,-0.354478,0.637424,0.524504
0.053080,-0.357267,0.535827,0.449127
0.053090,-0.360062,0.425779,0.350359
0.053100,-0.362864,0.309017,0.265011
0.053110,-0.365672,0.187381,0.141376
0.053120,-0.368487,0.062791,0.018965
0.053130,-0.371308,-0.062791,-0.071267
0.053140,-0.374136,-0.187381,-0.144382
0.053150,-0.376969,-0.309017,-0.263948
0.053160,-0.379809,-0.425779,-0.356540
0.053170,-0.382654,-0.535827,-0.428956
0.053180,-0.385506,-0.637424,-0.506408
0.053190,-0.388363,-0.728969,-0.553078
0.053200,-0.391226,-0.809017,-0.634208
0.053210,-0.394094,-0.876307,-0.711294
0.053220,-0.396968,-0.929776,-0.731408
0.053230,-0.399847,-0.968583,-0.816332
0.053240,-0.402732,-0.992115,-0.751605
0.053250,-0.405621,-1.000000,-0.794762
0.053260,-0.408515,-0.992115,-0.793461
0.053270,-0.411415,-0.968583,-0.788080
0.053280,-0.414319,-0.929776,-0.727906
0.053290,-0.417227,-0.876307,-0.683744
0.053300,-0.420140,-0.809017,-0.633140
0.053310,-0.423058,-0.728969,-0.578768
0.053320,-0.425980,-0.637424,-0.468912
0.053330,-0.428906,-0.535827,-0.442120
0.053340,-0.431836,-0.425779,-0.314641
0.053350,-0.434770,-0.309017,-0.229873
0.053360,-0.437708,-0.187381,-0.160266
0.053370,-0.440650,-0.062791,-0.058314
0.053380,-0.443595,0.062791,0.046935
0.053390,-0.446544,0.187381,0.156410
