# Dados do modulador AM - ECOM060 / Cap.5.3 - UFAL 2026.2
# s_am = (1+ma*m)*Ac*cos(2pi*fc*t) + ruido ; ma=0.50 fc=2000Hz sigma=0.020
"# Colunas: t[s], mensagem, portadora, sinal_am"
t,mensagem,portadora,sinal_am
0.110920,0.079141,0.535827,0.568781
0.110930,0.076188,0.637424,0.671312
0.110940,0.073222,0.728969,0.785039
0.110950,0.070241,0.809017,0.835459
0.110960,0.067247,0.876307,0.874607
0.110970,0.064240,0.929776,0.968735
0.110980,0.061219,0.968583,0.988615
0.110990,0.058184,0.992115,1.029453
0.111000,0.055136,1.000000,1.020548
0.111010,0.052075,0.992115,1.022022
0.111020,0.049001,0.968583,0.990594
0.111030,0.045913,0.929776,0.932241
0.111040,0.042812,0.876307,0.893146
0.111050,0.039699,0.809017,0.774800
0.111060,0.036572,0.728969,0.731684
0.111070,0.033433,0.637424,0.656163
0.111080,0.030281,0.535827,0.510093
0.111090,0.027116,0.425779,0.440443
0.111100,0.023939,0.309017,0.292673
0.111110,0.020749,0.187381,0.189486
0.111120,0.017546,0.062791,0.070222
0.111130,0.014332,-0.062791,-0.079454
0.111140,0.011105,-0.187381,-0.172946
0.111150,0.007866,-0.309017,-0.318579
0.111160,0.004615,-0.425779,-0.443554
0.111170,0.001352,-0.535827,-0.501485
0.111180,-0.001923,-0.637424,-0.674164
0.111190,-0.005210,-0.728969,-0.745722
0.111200,-0.008508,-0.809017,-0.822255
0.111210,-0.011819,-0.876307,-0.884963
0.111220,-0.015140,-0.929776,-0.909824
0.111230,-0.018473,-0.968583,-0.948652
0.111240,-0.021818,-0.992115,-0.993815
0.111250,-0.025173,-1.000000,-0.971406
0.111260,-0.028540,-0.992115,-0.966782
0.111270,-0.031918,-0.968583,-0.946807
0.111280,-0.035307,-0.929776,-0.923786
0.111290,-0.038707,-0.876307,-0.868209
0.111300,-0.042117,-0.809017,-0.815792
0.111310,-0.045538,-0.728969,-0.693633
0.111320,-0.048970,-0.637424,-0.608441
0.111330,-0.052412,-0.535827,-0.516538
0.111340,-0.055865,-0.425779,-0.444925
0.111350,-0.059327,-0.309017,-0.324814
0.111360,-0.062800,-0.187381,-0.190410
0.111370,-0.066283,-0.062791,-0.028322
0.111380,-0.069776,0.062791,0.021736
0.111390,-0.073279,0.187381,0.208451
0.111400,-0.076792,0.309017,0.337268
0.111410,-0.080314,0.425779,0.431151
0.111420,-0.083845,0.535827,0.515993
0.111430,-0.087387,0.637424,0.597493
0.111440,-0.090937,0.728969,0.710902
0.111450,-0.094497,0.809017,0.777320
0.111460,-0.098065,0.876307,0.813463
0.111470,-0.101643,0.929776,0.888142
0.111480,-0.105230,0.968583,0.938924
0.111490,-0.108825,0.992115,0.919514
0.111500,-0.112429,1.000000,0.972501
0.111510,-0.116042,0.992115,0.977791
0.111520,-0.119663,0.968583,0.941835
0.111530,-0.123292,0.929776,0.860778
0.111540,-0.126930,0.876307,0.835936
0.111550,-0.130575,0.809017,0.745597
0.111560,-0.134229,0.728969,0.712221
0.111570,-0.137890,0.637424,0.569314
0.111580,-0.141559,0.535827,0.515271
0.111590,-0.145236,0.425779,0.368003
0.111600,-0.148920,0.309017,0.309739
0.111610,-0.152612,0.187381,0.174205
0.111620,-0.156311,0.062791,0.092456
0.111630,-0.160017,-0.062791,-0.060154
0.111640,-0.163730,-0.187381,-0.168651
0.111650,-0.167450,-0.309017,-0.243585
0.111660,-0.171176,-0.425779,-0.415504
0.111670,-0.174910,-0.535827,-0.499884
0.111680,-0.178649,-0.637424,-0.556238
0.111690,-0.182396,-0.728969,-0.652879
0.111700,-0.186148,-0.809017,-0.736987
0.111710,-0.189907,-0.876307,-0.794722
0.111720,-0.193672,-0.929776,-0.859528
0.111730,-0.197442,-0.968583,-0.829338
0.111740,-0.201219,-0.992115,-0.901364
0.111750,-0.205001,-1.000000,-0.865021
0.111760,-0.208789,-0.992115,-0.899001
0.111770,-0.212582,-0.968583,-0.800897
0.111780,-0.216380,-0.929776,-0.843926
0.111790,-0.220183,-0.876307,-0.791404
0.111800,-0.223992,-0.809017,-0.712242
0.111810,-0.227805,-0.728969,-0.622092
0.111820,-0.231623,-0.637424,-0.566676
0.111830,-0.235446,-0.535827,-0.490180
0.111840,-0.239273,-0.425779,-0.360039
0.111850,-0.243105,-0.309017,-0.257438
0.111860,-0.246941,-0.187381,-0.127417
0.111870,-0.250781,-0.062791,-0.061965
0.111880,-0.254624,0.062791,0.081245
0.111890,-0.258472,0.187381,0.124527
0.111900,-0.262324,0.309017,0.280251
0.111910,-0.266179,0.425779,0.376002
0.111920,-0.270037,0.535827,0.479746
0.111930,-0.273899,0.637424,0.548059
0.111940,-0.277764,0.728969,0.625818
0.111950,-0.281632,0.809017,0.698565
0.111960,-0.285503,0.876307,0.750460
0.111970,-0.289376,0.929776,0.819081
0.111980,-0.293252,0.968583,0.844205
0.111990,-0.297131,0.992115,0.837993
0.112000,-0.301012,1.000000,0.831021
0.112010,-0.304896,0.992115,0.845005
0.112020,-0.308781,0.968583,0.800139
0.112030,-0.312668,0.929776,0.762867
0.112040,-0.316557,0.876307,0.729891
0.112050,-0.320448,0.809017,0.669972
0.112060,-0.324341,0.728969,0.584430
0.112070,-0.328234,0.637424,0.552162
0.112080,-0.332129,0.535827,0.444084
0.112090,-0.336025,0.425779,0.382438
0.112100,-0.339922,0.309017,0.262057
0.112110,-0.343820,0.187381,0.138545
0.112120,-0.347719,0.062791,0.060626
0.112130,-0.351618,-0.062791,-0.058672
0.112140,-0.355518,-0.187381,-0.158448
0.112150,-0.359417,-0.309017,-0.255196
0.112160,-0.363317,-0.425779,-0.345918
0.112170,-0.367217,-0.535827,-0.421363
0.112180,-0.371117,-0.637424,-0.518787
0.112190,-0.375017,-0.728969,-0.621569
0.112200,-0.378916,-0.809017,-0.663443
0.112210,-0.382814,-0.876307,-0.696030
0.112220,-0.386712,-0.929776,-0.762170
0.112230,-0.390609,-0.968583,-0.763055
0.112240,-0.394505,-0.992115,-0.798785
0.112250,-0.398399,-1.000000,-0.792077
0.112260,-0.402293,-0.992115,-0.773163
0.112270,-0.406185,-0.968583,-0.756279
0.112280,-0.410075,-0.929776,-0.736279
0.112290,-0.413964,-0.876307,-0.699678
0.112300,-0.417851,-0.809017,-0.614072
0.112310,-0.421735,-0.728969,-0.582855
0.112320,-0.425618,-0.637424,-0.487201
0.112330,-0.429499,-0.535827,-0.403625
0.112340,-0.433376,-0.425779,-0.320185
0.112350,-0.437252,-0.309017,-0.236858
0.112360,-0.441124,-0.187381,-0.148958
0.112370,-0.444994,-0.062791,-0.073669
0.112380,-0.448861,0.062791,0.013922
0.112390,-0.452725,0.187381,0.157260
0.112400,-0.456585,0.309017,0.244210
0.112410,-0.460442,0.425779,0.325593
0.112420,-0.464295,0.535827,0.446620
0.112430,-0.468145,0.637424,0.538804
0.112440,-0.471990,0.728969,0.537137
0.112450,-0.475832,0.809017,0.596006
0.112460,-0.479669,0.876307,0.693937
0.112470,-0.483503,0.929776,0.697737
0.112480,-0.487331,0.968583,0.701441
0.112490,-0.491155,0.992115,0.765564
0.112500,-0.494975,1.000000,0.761058
0.112510,-0.498789,0.992115,0.736776
0.112520,-0.502599,0.968583,0.722342
0.112530,-0.506403,0.929776,0.687861
0.112540,-0.510202,0.876307,0.635083
0.112550,-0.513995,0.809017,0.608761
0.112560,-0.517783,0.728969,0.539871
0.112570,-0.521566,0.637424,0.440316
0.112580,-0.525342,0.535827,0.412231
0.112590,-0.529112,0.425779,0.299954
0.112600,-0.532876,0.309017,0.253651
0.112610,-0.536634,0.187381,0.121641
0.112620,-0.540385,0.062791,0.044057
0.112630,-0.544130,-0.062791,-0.068329
0.112640,-0.547868,-0.187381,-0.135222
0.112650,-0.551599,-0.309017,-0.226454
0.112660,-0.555323,-0.425779,-0.313869
0.112670,-0.559039,-0.535827,-0.390696
0.112680,-0.562749,-0.637424,-0.464993
0.112690,-0.566451,-0.728969,-0.501024
0.112700,-0.570145,-0.809017,-0.583859
0.112710,-0.573832,-0.876307,-0.614320
0.112720,-0.577511,-0.929776,-0.639924
0.112730,-0.581182,-0.968583,-0.671147
0.112740,-0.584844,-0.992115,-0.678940
0.112750,-0.588499,-1.000000,-0.736177
0.112760,-0.592144,-0.992115,-0.723571
0.112770,-0.595782,-0.968583,-0.715285
0.112780,-0.599410,-0.929776,-0.626244
0.112790,-0.603030,-0.876307,-0.624772
0.112800,-0.606640,-0.809017,-0.537681
0.112810,-0.610242,-0.728969,-0.477087
0.112820,-0.613834,-0.637424,-0.421861
0.112830,-0.617417,-0.535827,-0.368972
0.112840,-0.620990,-0.425779,-0.310849
0.112850,-0.624554,-0.309017,-0.179713
0.112860,-0.628107,-0.187381,-0.127612
0.112870,-0.631651,-0.062791,-0.025391
0.112880,-0.635185,0.062791,0.015733
0.112890,-0.638708,0.187381,0.158473
0.112900,-0.642221,0.309017,0.196170
0.112910,-0.645723,0.425779,0.308812
0.112920,-0.649215,0.535827,0.370061
0.112930,-0.652696,0.637424,0.448409
0.112940,-0.656166,0.728969,0.453466
0.112950,-0.659625,0.809017,0.553346
0.112960,-0.663073,0.876307,0.623657
0.112970,-0.666509,0.929776,0.622048
0.112980,-0.669934,0.968583,0.636241
0.112990,-0.673348,0.992115,0.653343
0.113000,-0.676749,1.000000,0.621875
0.113010,-0.680139,0.992115,0.637409
0.113020,-0.683517,0.968583,0.634733
0.113030,-0.686882,0.929776,0.618793
0.113040,-0.690236,0.876307,0.559642
0.113050,-0.693577,0.809017,0.514873
0.113060,-0.696905,0.728969,0.457865
0.113070,-0.700221,0.637424,0.421787
0.113080,-0.703524,0.535827,0.296715
0.113090,-0.706814,0.425779,0.297508
0.113100,-0.710091,0.309017,0.182341
0.113110,-0.713355,0.187381,0.125653
0.113120,-0.716606,0.062791,0.009161
0.113130,-0.719843,-0.062791,-0.050108
0.113140,-0.723066,-0.187381,-0.091975
0.113150,-0.726276,-0.309017,-0.168146
0.113160,-0.729472,-0.425779,-0.242187
0.113170,-0.732655,-0.535827,-0.305730
0.113180,-0.735823,-0.637424,-0.412732
0.113190,-0.738977,-0.728969,-0.436774
0.113200,-0.742117,-0.809017,-0.513417
0.113210,-0.745242,-0.876307,-0.542184
0.113220,-0.748352,-0.929776,-0.604224
0.113230,-0.751449,-0.968583,-0.622455
0.113240,-0.754530,-0.992115,-0.639030
0.113250,-0.757596,-1.000000,-0.617043
0.113260,-0.760647,-0.992115,-0.585769
0.113270,-0.763684,-0.968583,-0.581793
0.113280,-0.766705,-0.929776,-0.571131
0.113290,-0.769710,-0.876307,-0.520606
0.113300,-0.772700,-0.809017,-0.491455
0.113310,-0.775675,-0.728969,-0.450634
0.113320,-0.778633,-0.637424,-0.408580
0.113330,-0.781576,-0.535827,-0.354145
0.113340,-0.784503,-0.425779,-0.251162
0.113350,-0.787414,-0.309017,-0.226158
0.113360,-0.790308,-0.187381,-0.117633
0.113370,-0.793186,-0.062791,-0.019866
0.113380,-0.796048,0.062791,0.057521
0.113390,-0.798893,0.187381,0.125219
0.113400,-0.801722,0.309017,0.194259
0.113410,-0.804534,0.425779,0.238422
0.113420,-0.807329,0.535827,0.343787
0.113430,-0.810107,0.637424,0.405465
0.113440,-0.812868,0.728969,0.442897
0.113450,-0.815612,0.809017,0.448491
0.113460,-0.818338,0.876307,0.512735
0.113470,-0.821047,0.929776,0.558623
0.113480,-0.823739,0.968583,0.590530
0.113490,-0.826413,0.992115,0.588609
0.113500,-0.829069,1.000000,0.575165
0.113510,-0.831707,0.992115,0.567483
0.113520,-0.834327,0.968583,0.564289
0.113530,-0.836930,0.929776,0.538486
0.113540,-0.839514,0.876307,0.536800
0.113550,-0.842080,0.809017,0.459698
0.113560,-0.844628,0.728969,0.427451
0.113570,-0.847157,0.637424,0.394050
0.113580,-0.849668,0.535827,0.263624
0.113590,-0.852160,0.425779,0.233828
0.113600,-0.854633,0.309017,0.159271
0.113610,-0.857087,0.187381,0.083091
0.113620,-0.859523,0.062791,0.058451
0.113630,-0.861939,-0.062791,-0.022517
0.113640,-0.864337,-0.187381,-0.134847
0.113650,-0.866715,-0.309017,-0.195389
0.113660,-0.869074,-0.425779,-0.262076
0.113670,-0.871413,-0.535827,-0.310219
0.113680,-0.873734,-0.637424,-0.382433
0.113690,-0.876034,-0.728969,-0.439251
0.113700,-0.878315,-0.809017,-0.461346
0.113710,-0.880576,-0.876307,-0.520933
0.113720,-0.882817,-0.929776,-0.533201
0.113730,-0.885038,-0.968583,-0.529816
0.113740,-0.887240,-0.992115,-0.535256
0.113750,-0.889421,-1.000000,-0.531716
0.113760,-0.891582,-0.992115,-0.556844
0.113770,-0.893723,-0.968583,-0.534497
0.113780,-0.895843,-0.929776,-0.500177
0.113790,-0.897943,-0.876307,-0.444474
0.113800,-0.900022,-0.809017,-0.457811
0.113810,-0.902081,-0.728969,-0.402043
0.113820,-0.904119,-0.637424,-0.328928
0.113830,-0.906137,-0.535827,-0.231235
0.113840,-0.908133,-0.425779,-0.218856
0.113850,-0.910109,-0.309017,-0.157654
0.113860,-0.912064,-0.187381,-0.114823
0.113870,-0.913998,-0.062791,-0.012244
0.113880,-0.915910,0.062791,0.021965
0.113890,-0.917802,0.187381,0.109760
0.113900,-0.919672,0.309017,0.166976
0.113910,-0.921520,0.425779,0.208754
0.113920,-0.923348,0.535827,0.279500
0.113930,-0.925154,0.637424,0.351391
0.113940,-0.926938,0.728969,0.427454
0.113950,-0.928701,0.809017,0.443628
0.113960,-0.930442,0.876307,0.464603
0.113970,-0.932161,0.929776,0.500554
0.113980,-0.933858,0.968583,0.500634
0.113990,-0.935534,0.992115,0.541860
0.114000,-0.937188,1.000000,0.550995
0.114010,-0.938819,0.992115,0.482211
0.114020,-0.940429,0.968583,0.502953
0.114030,-0.942016,0.929776,0.493110
0.114040,-0.943582,0.876307,0.476508
0.114050,-0.945125,0.809017,0.407851
0.114060,-0.946645,0.728969,0.387367
0.114070,-0.948144,0.637424,0.356865
0.114080,-0.949620,0.535827,0.274081
0.114090,-0.951073,0.425779,0.242769
0.114100,-0.952504,0.309017,0.196309
0.114110,-0.953913,0.187381,0.046348
0.114120,-0.955298,0.062791,0.043769
0.114130,-0.956662,-0.062791,-0.069689
0.114140,-0.958002,-0.187381,-0.120046
0.114150,-0.959320,-0.309017,-0.136365
0.114160,-0.960615,-0.425779,-0.234718
0.114170,-0.961886,-0.535827,-0.264836
0.114180,-0.963136,-0.637424,-0.320295
0.114190,-0.964362,-0.728969,-0.373411
0.114200,-0.965565,-0.809017,-0.396488
0.114210,-0.966745,-0.876307,-0.467843
0.114220,-0.967902,-0.929776,-0.462670
0.114230,-0.969036,-0.968583,-0.523916
0.114240,-0.970146,-0.992115,-0.537593
0.114250,-0.971234,-1.000000,-0.523147
0.114260,-0.972298,-0.992115,-0.495511
0.114270,-0.973339,-0.968583,-0.515395
0.114280,-0.974357,-0.929776,-0.483357
0.114290,-0.975351,-0.876307,-0.461730
0.114300,-0.976322,-0.809017,-0.418736
0.114310,-0.977270,-0.728969,-0.381347
0.114320,-0.978194,-0.637424,-0.301988
0.114330,-0.979095,-0.535827,-0.247105
0.114340,-0.979972,-0.425779,-0.228319
0.114350,-0.980825,-0.309017,-0.138751
0.114360,-0.981655,-0.187381,-0.092006
0.114370,-0.982462,-0.062791,-0.015736
0.114380,-0.983245,0.062791,0.027308
0.114390,-0.984004,0.187381,0.096051
0.114400,-0.984740,0.309017,0.136433
0.114410,-0.985451,0.425779,0.250583
0.114420,-0.986140,0.535827,0.254024
0.114430,-0.986804,0.637424,0.291828
0.114440,-0.987445,0.728969,0.364138
0.114450,-0.988062,0.809017,0.396161
0.114460,-0.988655,0.876307,0.393645
0.114470,-0.989224,0.929776,0.487541
0.114480,-0.989770,0.968583,0.505248
0.114490,-0.990292,0.992115,0.520265
0.114500,-0.990790,1.000000,0.528850
0.114510,-0.991264,0.992115,0.481181
0.114520,-0.991714,0.968583,0.478889
0.114530,-0.992141,0.929776,0.456978
0.114540,-0.992543,0.876307,0.467884
0.114550,-0.992922,0.809017,0.423036
0.114560,-0.993277,0.728969,0.348273
0.114570,-0.993607,0.637424,0.334083
0.114580,-0.993914,0.535827,0.259360
0.114590,-0.994197,0.425779,0.216126
0.114600,-0.994457,0.309017,0.174802
0.114610,-0.994692,0.187381,0.109018
0.114620,-0.994903,0.062791,0.003595
0.114630,-0.995091,-0.062791,-0.006734
0.114640,-0.995254,-0.187381,-0.085537
0.114650,-0.995394,-0.309017,-0.135431
0.114660,-0.995509,-0.425779,-0.240370
0.114670,-0.995601,-0.535827,-0.286702
0.114680,-0.995669,-0.637424,-0.319426
0.114690,-0.995713,-0.728969,-0.371394
0.114700,-0.995733,-0.809017,-0.441652
0.114710,-0.995730,-0.876307,-0.442958
0.114720,-0.995702,-0.929776,-0.458270
0.114730,-0.995651,-0.968583,-0.500922
0.114740,-0.995576,-0.992115,-0.499146
0.114750,-0.995477,-1.000000,-0.488305
0.114760,-0.995354,-0.992115,-0.508307
0.114770,-0.995207,-0.968583,-0.455737
0.114780,-0.995037,-0.929776,-0.443167
0.114790,-0.994842,-0.876307,-0.423421
0.114800,-0.994624,-0.809017,-0.404251
0.114810,-0.994383,-0.728969,-0.383391
0.114820,-0.994117,-0.637424,-0.309497
0.114830,-0.993828,-0.535827,-0.285853
0.114840,-0.993516,-0.425779,-0.212300
0.114850,-0.993179,-0.309017,-0.140927
0.114860,-0.992819,-0.187381,-0.090800
0.114870,-0.992436,-0.062791,-0.015440
0.114880,-0.992029,0.062791,0.054894
0.114890,-0.991598,0.187381,0.074150
0.114900,-0.991144,0.309017,0.148668
0.114910,-0.990667,0.425779,0.210016
0.114920,-0.990165,0.535827,0.290366
0.114930,-0.989641,0.637424,0.338145
0.114940,-0.989093,0.728969,0.404816
0.114950,-0.988522,0.809017,0.423427
0.114960,-0.987927,0.876307,0.449716
0.114970,-0.987310,0.929776,0.499212
0.114980,-0.986669,0.968583,0.518814
0.114990,-0.986004,0.992115,0.463370
0.115000,-0.985317,1.000000,0.518378
0.115010,-0.984606,0.992115,0.502368
0.115020,-0.983873,0.968583,0.519833
0.115030,-0.983116,0.929776,0.464696
0.115040,-0.982336,0.876307,0.479475
0.115050,-0.981534,0.809017,0.420992
0.115060,-0.980708,0.728969,0.396375
0.115070,-0.979860,0.637424,0.363063
0.115080,-0.978989,0.535827,0.280690
0.115090,-0.978095,0.425779,0.233224
0.115100,-0.977178,0.309017,0.129085
0.115110,-0.976238,0.187381,0.102152
0.115120,-0.975276,0.062791,0.045166
0.115130,-0.974292,-0.062791,-0.001452
0.115140,-0.973284,-0.187381,-0.127374
0.115150,-0.972255,-0.309017,-0.180177
0.115160,-0.971203,-0.425779,-0.223588
0.115170,-0.970128,-0.535827,-0.279533
0.115180,-0.969031,-0.637424,-0.288790
0.115190,-0.967912,-0.728969,-0.378413
0.115200,-0.966771,-0.809017,-0.417480
0.115210,-0.965608,-0.876307,-0.469547
0.115220,-0.964422,-0.929776,-0.472143
0.115230,-0.963215,-0.968583,-0.501544
0.115240,-0.961985,-0.992115,-0.492838
0.115250,-0.960734,-1.000000,-0.525124
0.115260,-0.959461,-0.992115,-0.491248
0.115270,-0.958166,-0.968583,-0.513249
0.115280,-0.956849,-0.929776,-0.497349
0.115290,-0.955511,-0.876307,-0.462464
0.115300,-0.954151,-0.809017,-0.440906
0.115310,-0.952770,-0.728969,-0.383953
0.115320,-0.951367,-0.637424,-0.316959
0.115330,-0.949943,-0.535827,-0.280554
0.115340,-0.948498,-0.425779,-0.220819
0.115350,-0.947031,-0.309017,-0.173906
0.115360,-0.945543,-0.187381,-0.115751
0.115370,-0.944034,-0.062791,-0.027070
0.115380,-0.942505,0.062791,0.039448
0.115390,-0.940954,0.187381,0.126421
0.115400,-0.939382,0.309017,0.146056
0.115410,-0.937790,0.425779,0.252347
0.115420,-0.936176,0.535827,0.304071
0.115430,-0.934543,0.637424,0.342248
0.115440,-0.932888,0.728969,0.411123
0.115450,-0.931214,0.809017,0.426564
0.115460,-0.929519,0.876307,0.447129
0.115470,-0.927803,0.929776,0.501691
0.115480,-0.926067,0.968583,0.495191
0.115490,-0.924312,0.992115,0.598041
0.115500,-0.922536,1.000000,0.537296
0.115510,-0.920740,0.992115,0.543255
0.115520,-0.918924,0.968583,0.518040
0.115530,-0.917089,0.929776,0.486282
0.115540,-0.915234,0.876307,0.476162
0.115550,-0.913359,0.809017,0.444107
0.115560,-0.911465,0.728969,0.375419
0.115570,-0.909551,0.637424,0.365444
0.115580,-0.907618,0.535827,0.322663
0.115590,-0.905665,0.425779,0.237531
0.115600,-0.903694,0.309017,0.164642
0.115610,-0.901703,0.187381,0.063922
0.115620,-0.899694,0.062791,0.027884
0.115630,-0.897665,-0.062791,-0.037593
0.115640,-0.895618,-0.187381,-0.107550
0.115650,-0.893552,-0.309017,-0.147827
0.115660,-0.891467,-0.425779,-0.265966
0.115670,-0.889364,-0.535827,-0.314742
0.115680,-0.887243,-0.637424,-0.324392
0.115690,-0.885103,-0.728969,-0.429131
0.115700,-0.882945,-0.809017,-0.444651
0.115710,-0.880769,-0.876307,-0.469208
0.115720,-0.878575,-0.929776,-0.520268
0.115730,-0.876363,-0.968583,-0.506823
0.115740,-0.874134,-0.992115,-0.562555
0.115750,-0.871886,-1.000000,-0.545056
0.115760,-0.869621,-0.992115,-0.577786
0.115770,-0.867339,-0.968583,-0.572282
0.115780,-0.865039,-0.929776,-0.518154
0.115790,-0.862722,-0.876307,-0.517690
0.115800,-0.860387,-0.809017,-0.455351
0.115810,-0.858036,-0.728969,-0.422081
0.115820,-0.855668,-0.637424,-0.345743
0.115830,-0.853282,-0.535827,-0.337920
0.115840,-0.850881,-0.425779,-0.223176
0.115850,-0.848462,-0.309017,-0.190044
0.115860,-0.846027,-0.187381,-0.119227
0.115870,-0.843576,-0.062791,-0.064419
0.115880,-0.841108,0.062791,0.018831
0.115890,-0.838624,0.187381,0.107260
0.115900,-0.836124,0.309017,0.158466
0.115910,-0.833608,0.425779,0.246272
0.115920,-0.831076,0.535827,0.333608
0.115930,-0.828529,0.637424,0.376208
0.115940,-0.825966,0.728969,0.437325
0.115950,-0.823387,0.809017,0.469022
0.115960,-0.820793,0.876307,0.503554
0.115970,-0.818184,0.929776,0.520064
0.115980,-0.815559,0.968583,0.554741
0.115990,-0.812920,0.992115,0.603635
0.116000,-0.810266,1.000000,0.606213
0.116010,-0.807597,0.992115,0.593388
0.116020,-0.804913,0.968583,0.598868
0.116030,-0.802214,0.929776,0.576146
0.116040,-0.799502,0.876307,0.544500
0.116050,-0.796775,0.809017,0.472767
0.116060,-0.794033,0.728969,0.439900
0.116070,-0.791278,0.637424,0.384958
0.116080,-0.788509,0.535827,0.319306
0.116090,-0.785726,0.425779,0.281753
0.116100,-0.782929,0.309017,0.164554
0.116110,-0.780119,0.187381,0.141821
0.116120,-0.777295,0.062791,0.035502
0.116130,-0.774458,-0.062791,-0.017064
0.116140,-0.771608,-0.187381,-0.096506
0.116150,-0.768745,-0.309017,-0.154344
0.116160,-0.765868,-0.425779,-0.272107
0.116170,-0.762979,-0.535827,-0.315598
0.116180,-0.760077,-0.637424,-0.398893
0.116190,-0.757163,-0.728969,-0.422671
0.116200,-0.754236,-0.809017,-0.488498
0.116210,-0.751297,-0.876307,-0.588474
0.116220,-0.748346,-0.929776,-0.585867
0.116230,-0.745383,-0.968583,-0.580751
0.116240,-0.742408,-0.992115,-0.601690
0.116250,-0.739421,-1.000000,-0.636359
0.116260,-0.736422,-0.992115,-0.645014
0.116270,-0.733412,-0.968583,-0.581302
0.116280,-0.730391,-0.929776,-0.575361
0.116290,-0.727358,-0.876307,-0.539896
0.116300,-0.724314,-0.809017,-0.542014
0.116310,-0.721259,-0.728969,-0.424955
0.116320,-0.718193,-0.637424,-0.424487
0.116330,-0.715117,-0.535827,-0.341347
0.116340,-0.712030,-0.425779,-0.252203
0.116350,-0.708932,-0.309017,-0.206307
0.116360,-0.705824,-0.187381,-0.141137
0.116370,-0.702706,-0.062791,-0.015500
0.116380,-0.699578,0.062791,0.017930
0.116390,-0.696440,0.187381,0.159427
0.116400,-0.693292,0.309017,0.200308
0.116410,-0.690134,0.425779,0.228313
0.116420,-0.686967,0.535827,0.370082
0.116430,-0.683791,0.637424,0.423216
0.116440,-0.680605,0.728969,0.508895
0.116450,-0.677410,0.809017,0.536307
0.116460,-0.674207,0.876307,0.579318
0.116470,-0.670994,0.929776,0.632588
0.116480,-0.667773,0.968583,0.645658
0.116490,-0.664543,0.992115,0.644894
0.116500,-0.661305,1.000000,0.675429
0.116510,-0.658058,0.992115,0.627150
0.116520,-0.654803,0.968583,0.659381
0.116530,-0.651540,0.929776,0.608974
0.116540,-0.648270,0.876307,0.585376
0.116550,-0.644991,0.809017,0.540407
0.116560,-0.641705,0.728969,0.465236
0.116570,-0.638412,0.637424,0.435847
0.116580,-0.635111,0.535827,0.354546
0.116590,-0.631803,0.425779,0.291990
0.116600,-0.628488,0.309017,0.226020
0.116610,-0.625166,0.187381,0.147039
0.116620,-0.621837,0.062791,0.057091
0.116630,-0.618502,-0.062791,-0.043944
0.116640,-0.615160,-0.187381,-0.144065
0.116650,-0.611812,-0.309017,-0.239686
0.116660,-0.608457,-0.425779,-0.289045
0.116670,-0.605097,-0.535827,-0.335247
0.116680,-0.601731,-0.637424,-0.463662
0.116690,-0.598358,-0.728969,-0.549395
0.116700,-0.594980,-0.809017,-0.560133
0.116710,-0.591597,-0.876307,-0.582371
0.116720,-0.588208,-0.929776,-0.641908
0.116730,-0.584814,-0.968583,-0.644063
0.116740,-0.581415,-0.992115,-0.712741
0.116750,-0.578011,-1.000000,-0.721316
0.116760,-0.574602,-0.992115,-0.707410
0.116770,-0.571188,-0.968583,-0.685340
0.116780,-0.567770,-0.929776,-0.681984
0.116790,-0.564348,-0.876307,-0.676532
0.116800,-0.560921,-0.809017,-0.579868
0.116810,-0.557490,-0.728969,-0.550583
0.116820,-0.554055,-0.637424,-0.487563
0.116830,-0.550617,-0.535827,-0.421331
0.116840,-0.547174,-0.425779,-0.301079
0.116850,-0.543728,-0.309017,-0.223489
0.116860,-0.540279,-0.187381,-0.102840
0.116870,-0.536826,-0.062791,-0.032254
0.116880,-0.533370,0.062791,0.020760
0.116890,-0.529911,0.187381,0.157110
0.116900,-0.526449,0.309017,0.222961
0.116910,-0.522985,0.425779,0.324381
0.116920,-0.519518,0.535827,0.373463
0.116930,-0.516048,0.637424,0.488007
0.116940,-0.512577,0.728969,0.546763
0.116950,-0.509103,0.809017,0.613069
0.116960,-0.505627,0.876307,0.642107
0.116970,-0.502149,0.929776,0.713768
0.116980,-0.498669,0.968583,0.736253
0.116990,-0.495188,0.992115,0.750202
0.117000,-0.491705,1.000000,0.772678
0.117010,-0.488221,0.992115,0.721871
0.117020,-0.484735,0.968583,0.707082
0.117030,-0.481249,0.929776,0.681754
0.117040,-0.477762,0.876307,0.665705
0.117050,-0.474273,0.809017,0.587683
0.117060,-0.470785,0.728969,0.556046
0.117070,-0.467295,0.637424,0.501918
0.117080,-0.463806,0.535827,0.364981
0.117090,-0.460316,0.425779,0.320076
0.117100,-0.456825,0.309017,0.244789
0.117110,-0.453335,0.187381,0.165782
0.117120,-0.449845,0.062791,0.061296
0.117130,-0.446356,-0.062791,-0.095272
0.117140,-0.442866,-0.187381,-0.144060
0.117150,-0.439378,-0.309017,-0.210925
0.117160,-0.435890,-0.425779,-0.328040
0.117170,-0.432403,-0.535827,-0.408346
0.117180,-0.428916,-0.637424,-0.514086
0.117190,-0.425431,-0.728969,-0.558892
0.117200,-0.421947,-0.809017,-0.620345
0.117210,-0.418465,-0.876307,-0.707325
0.117220,-0.414983,-0.929776,-0.749663
