tempo_ms,sinal_am,env_pos,env_neg,env_abs
27.100000,-0.741853009,0.780030415,-0.780030415,0.780030415
27.200000,-0.636785653,0.787110354,-0.787110354,0.787110354
27.300000,-0.466844217,0.794242821,-0.794242821,0.794242821
27.400000,-0.247654271,0.801426055,-0.801426055,0.801426055
27.500000,-0.000000000,0.808658284,-0.808658284,0.808658284
27.600000,0.252138623,0.815937724,-0.815937724,0.815937724
27.700000,0.483901602,0.823262578,-0.823262578,0.823262578
27.800000,0.671994627,0.830631040,-0.830631040,0.830631040
27.900000,0.797024631,0.838041291,-0.838041291,0.838041291
28.000000,0.845491503,0.845491503,-0.845491503,0.845491503
28.100000,0.811232033,0.852979837,-0.852979837,0.852979837
28.200000,0.696162721,0.860504447,-0.860504447,0.860504447
28.300000,0.510234909,0.868063475,-0.868063475,0.868063475
28.400000,0.270592294,0.875655056,-0.875655056,0.875655056
28.500000,0.000000000,0.883277318,-0.883277318,0.883277318
28.600000,-0.275312010,0.890928379,-0.890928379,0.890928379
28.700000,-0.528187562,0.898606352,-0.898606352,0.898606352
28.800000,-0.733219660,0.906309343,-0.906309343,0.906309343
28.900000,-0.869299371,0.914035450,-0.914035450,0.914035450
29.000000,-0.921782767,0.921782767,-0.921782767,0.921782767
29.100000,-0.884053999,0.929549384,-0.929549384,0.929549384
29.200000,-0.758318636,0.937333383,-0.937333383,0.937333383
29.300000,-0.555535147,0.945132844,-0.945132844,0.945132844
29.400000,-0.294476460,0.952945843,-0.952945843,0.952945843
29.500000,-0.000000000,0.960770452,-0.960770452,0.960770452
29.600000,0.299315326,0.968604740,-0.968604740,0.968604740
29.700000,0.573941014,0.976446775,-0.976446775,0.976446775
29.800000,0.796311075,0.984294620,-0.984294620,0.984294620
29.900000,0.943587243,0.992146341,-0.992146341,0.992146341
30.000000,1.000000000,1.000000000,-1.000000000,1.000000000
30.100000,0.958525790,1.007853659,-1.007853659,1.007853659
30.200000,0.821722913,1.015705380,-1.015705380,1.015705380
30.300000,0.601629491,1.023553225,-1.023553225,1.023553225
30.400000,0.318718663,1.031395260,-1.031395260,1.031395260
30.500000,0.000000000,1.039229548,-1.039229548,1.039229548
30.600000,-0.323557528,1.047054157,-1.047054157,1.047054157
30.700000,-0.620035357,1.054867156,-1.054867156,1.054867156
30.800000,-0.859715352,1.062666617,-1.062666617,1.062666617
30.900000,-1.018059034,1.070450616,-1.070450616,1.070450616
31.000000,-1.078217233,1.078217233,-1.078217233,1.078217233
31.100000,-1.032813662,1.085964550,-1.085964550,1.085964550
31.200000,-0.884814328,1.093690657,-1.093690657,1.093690657
31.300000,-0.647382943,1.101393648,-1.101393648,1.101393648
31.400000,-0.342721979,1.109071621,-1.109071621,1.109071621
31.500000,-0.000000000,1.116722682,-1.116722682,1.116722682
31.600000,0.347441695,1.124344944,-1.124344944,1.124344944
31.700000,0.665335596,1.131936525,-1.131936525,1.131936525
31.800000,0.921871267,1.139495553,-1.139495553,1.139495553
31.900000,1.090881000,1.147020163,-1.147020163,1.147020163
32.000000,1.154508497,1.154508497,-1.154508497,1.154508497
32.100000,1.105088402,1.161958709,-1.161958709,1.161958709
32.200000,0.946039361,1.169368960,-1.169368960,1.169368960
32.300000,0.691668902,1.176737422,-1.176737422,1.176737422
32.400000,0.365895366,1.184062276,-1.184062276,1.184062276
32.500000,0.000000000,1.191341716,-1.191341716,1.191341716
32.600000,-0.370379718,1.198573945,-1.198573945,1.198573945
32.700000,-0.708726288,1.205757179,-1.205757179,1.205757179
32.800000,-0.981248336,1.212889646,-1.212889646,1.212889646
32.900000,-1.160260023,1.219969585,-1.219969585,1.219969585
33.000000,-1.226995250,1.226995250,-1.226995250,1.226995250
33.100000,-1.173570366,1.233964907,-1.233964907,1.233964907
33.200000,-1.003890449,1.240876837,-1.240876837,1.240876837
33.300000,-0.733396902,1.247729334,-1.247729334,1.247729334
33.400000,-0.387668219,1.254520708,-1.254520708,1.254520708
33.500000,-0.000000000,1.261249282,-1.261249282,1.261249282
33.600000,0.391806787,1.267913397,-1.267913397,1.267913397
33.700000,0.749139010,1.274511409,-1.274511409,1.274511409
33.800000,1.036384497,1.281041689,-1.281041689,1.281041689
33.900000,1.224487762,1.287502626,-1.287502626,1.287502626
34.000000,1.293892626,1.293892626,-1.293892626,1.293892626
34.100000,1.236573300,1.300210113,-1.300210113,1.300210113
34.200000,1.056943106,1.306453527,-1.306453527,1.306453527
34.300000,0.771539459,1.312621328,-1.312621328,1.312621328
34.400000,0.407504417,1.318711995,-1.318711995,1.318711995
34.500000,0.000000000,1.324724024,-1.324724024,1.324724024
34.600000,-0.411195297,1.330655933,-1.330655933,1.330655933
34.700000,-0.785578667,1.336506257,-1.336506257,1.336506257
34.800000,-1.085922115,1.342273553,-1.342273553,1.342273553
34.900000,-1.281982716,1.347956398,-1.347956398,1.347956398
35.000000,-1.353553391,1.353553391,-1.353553391,1.353553391
