tempo,tempo_decorrido,x_referencia,y_instrumento,y_ajustado,residuo_mV
1.0489084,0.0,0.120999999,0.630927265,0.6426878327596935,-11.760567759693586
1.3544006,0.3054922,0.163000003,0.678578973,0.6931187448787601,-14.5397718787601
1.725166,0.6762576,0.202999994,0.730550587,0.7411481696113018,-10.597582611301837
2.0266649,0.9777565000000001,0.244000003,0.790301502,0.7903783518455686,-0.07684984556854957
2.4572213,1.4083129,0.286000013,0.830571294,0.8408092711690505,-10.237977169050506
2.9134338,1.8645254,0.326999992,0.909106731,0.8900394173812406,19.06731361875935
3.2630917,2.2141833,0.368999988,0.943234324,0.94047031989442,2.764004105579976
3.6376567,2.5887483,0.409999996,0.975007236,0.9897005009279509,-14.693264927950867
4.1094471,3.0605386999999995,0.451000005,1.024579644,1.0389306831622176,-14.351039162217694
4.5153184,3.4664099999999998,0.490999997,1.070100904,1.0869601090954952,-16.859205095495213
4.9776293,3.9287209,0.532000005,1.122493982,1.1361902901290262,-13.696308129026225
5.4042429,4.3553345,0.573000014,1.178262591,1.185420472363293,-7.157881363293095
5.8876156,4.8387072,0.614000022,1.242078304,1.234650653396824,7.4276506031760725
6.3233088,5.2744004,0.654999971,1.281997919,1.2838807635869376,-1.8828445869376598
6.798458,5.7495496,0.69599998,1.315607905,1.3331109458212045,-17.503040821204465
7.1673928,6.1184844,0.736000001,1.393040419,1.3811404065758226,11.900012424177486
7.4803705,6.4314621,0.77700001,1.415367007,1.4303705888100895,-15.003581810089539
7.8881559,6.8392475,0.819000006,1.502333045,1.480801491323269,21.531553676731097
8.2805819,7.231673499999999,0.860000014,1.516238332,1.5300316723568,-13.793340356800021
8.752258,7.703349599999999,0.901000023,1.57931447,1.5792618545910668,0.05261540893308769
9.2073063,8.1583979,0.941999972,1.650005221,1.6284919647811802,21.513256218819834
9.576788,8.5278796,0.98299998,1.665897608,1.6777221458147111,-11.824537814711045
10.0527563,9.0038479,1.024000049,1.710651398,1.7269524000931313,-16.301002093131345
10.5065363,9.4576279,1.065000057,1.775853395,1.7761825811266623,-0.3291861266623286
10.9130271,9.8641187,1.106999993,1.840814233,1.8266134115956885,14.200821404311448
11.1793333,10.1304249,1.149000049,1.866626143,1.877044386153021,-10.41824315302109
11.456728,10.4078196,1.190000057,1.912218332,1.926274567186552,-14.05623518655208
11.8824779,10.8335695,1.231999993,1.974166393,1.9767053976555782,-2.539004655578214
12.2343637,11.1854553,1.274000049,2.009888411,2.0271363722129108,-17.247961212910834
12.5672693,11.5183609,1.315000057,2.07389307,2.0763665532464417,-2.473483246441699
13.0489726,12.0000642,1.355000019,2.106481314,2.1243959431576425,-17.914629157642636
13.5102452,12.4613368,1.396000028,2.184824228,2.1736261253919094,11.198102608090732
13.9761583,12.9272499,1.437999964,2.230977058,2.2240569558609353,6.920102139064799
14.4296272,13.3807188,1.478999972,2.273262262,2.2732871368944663,-0.024874894466453412
14.8784227,13.8295143,1.519999981,2.343014002,2.322517319128733,20.496682871266714
15.304692,14.255783599999999,1.56099999,2.389904737,2.371747501363,18.157235637000113
15.7542561,14.705347699999999,1.601999998,2.437675714,2.420977682396531,16.698031603469055
16.2206267,15.1717183,1.643000007,2.482196808,2.4702078646307974,11.98894336920242
16.5581475,15.5092391,1.684000015,2.530694008,2.519438045664329,11.255962335671388
16.9840579,15.9351495,1.725999951,2.554596663,2.569868876133355,-15.272213133354917
17.4659493,16.4170409,1.76699996,2.640072346,2.6190990583676217,20.97328763237849
17.909518,16.8606096,1.807999969,2.673140764,2.6683292406018886,4.811523398111195
18.3406862,17.291777800000002,1.848999977,2.730516911,2.7175594216354195,12.957489364580521
